,american_flow,columbia_flow,american_flow_d,columbia_flow_d,american_flow_t,columbia_flow_t,american_flow_s,american_flow_r,columbia_flow_s,columbia_flow_r
1934-07-31,87.4991,277.51,-15.258866429204218,179.86802887058985,102.75796642920422,97.64197112941014,108.64337800525765,-123.90224443446186,204.42223306158908,-24.55420419099923
1934-08-31,45.1371,194.82,-57.64318363297446,97.11993546995843,102.78028363297446,97.70006453004156,117.96056437291598,-175.60374800589045,84.81628251810046,12.30365295185797
1934-09-30,18.7174,97.98,-84.08520083674472,0.22184206932701045,102.80260083674472,97.758157930673,28.43070431200287,-112.51590514874759,-5.775382311102389,5.997224380429399
1934-10-31,5.4368,49.84,-97.38811804051497,-47.976251331304425,102.82491804051497,97.81625133130443,-60.23751646319595,-37.150601577319016,-49.4716899974481,1.4954386661436772
1934-11-30,5.5501,40.78,-97.29713524428523,-57.09434473193585,102.84723524428523,97.87434473193585,-79.59720509553763,-17.699930148747598,-69.59192625522239,12.497581523286541
1934-12-31,4.1626,27.44,-98.70695244805549,-70.49243813256729,102.86955244805549,97.93243813256728,-87.96792944216502,-10.739023005890473,-78.8757339415681,8.383295809000813
1935-01-31,6.2014,22.65,-96.69046965182574,-75.34053153319871,102.89186965182574,97.99053153319872,-88.00662234354937,-8.68384730827637,-82.47777796319376,7.137246429995045
1935-02-28,33.244,27.61,-69.67018685559599,-70.43862493383016,102.91418685559599,98.04862493383015,-57.342571690176776,-12.32761516541921,-83.62694279239663,13.188317858566478
1935-03-31,33.0174,28.18,-69.91910405936625,-69.92671833446158,102.93650405936626,98.10671833446159,-12.408874608232752,-57.5102294511335,-81.47396476445662,11.547246429995042
1935-04-30,80.3066,34.55,-22.652221263136497,-63.61481173509303,102.9588212631365,98.16481173509302,18.19450104513985,-40.84672230827635,-65.90634387937378,2.291532144280751
1935-05-31,74.1901,95.71,-28.791038466906755,-2.5129051357244663,102.98113846690676,98.22290513572446,46.355548127083885,-75.14658659399063,30.712705577137633,-33.2256107128621
1935-06-30,96.0791,291.66,-6.924355670677016,193.37900146364413,103.00345567067701,98.2809985363559,65.9760237804565,-72.90037945113352,197.24854074793478,-3.869539284290653
1935-07-31,382.5606,339.8,279.53482712555274,241.46090806301268,103.02577287444728,98.33909193698733,108.64337800525765,170.89144912029508,204.42223306158908,37.0386750014236
1935-08-31,298.1764,208.13,195.1283099217825,109.73281466238123,103.04809007821751,98.39718533761877,117.96056437291598,77.1677455488665,84.81628251810046,24.916532144280765
1935-09-30,164.2944,103.07,61.22399271801223,4.614721261749793,103.07040728198777,98.4552787382502,28.43070431200287,32.79328840600935,-5.775382311102389,10.390103572852182
1935-10-31,28.5717,47.29,-74.52102448575803,-51.223372138881636,103.09272448575803,98.51337213888164,-60.23751646319595,-14.283508022562081,-49.4716899974481,-1.751682141433534
1935-11-30,7.7305,30.3,-95.38454168952828,-68.27146553951307,103.11504168952828,98.57146553951307,-79.59720509553763,-15.787336593990645,-69.59192625522239,1.3204607157093164
1935-12-31,6.257999999999999,25.37,-96.87935889329853,-73.2595589401445,103.13735889329853,98.6295589401445,-87.96792944216502,-8.911429451133515,-78.8757339415681,5.616175001423599
1936-01-31,11.8081,23.47,-91.35157609706879,-75.21765234077594,103.15967609706878,98.68765234077594,-88.00662234354937,-3.3449537535194196,-82.47777796319376,7.260125622417817
1936-02-29,20.1899,21.24,-82.99209330083903,-77.50574574140737,103.18199330083903,98.74574574140736,-57.342571690176776,-25.649521610662255,-83.62694279239663,6.121197050989267
1936-03-31,21.4075,22.65,-81.7968105046093,-76.1538391420388,103.2043105046093,98.80383914203881,-12.408874608232752,-69.38793589637655,-81.47396476445662,5.3201256224178195
1936-04-30,190.3175,41.63,87.09087229162044,-57.23193254267023,103.22662770837955,98.86193254267023,18.19450104513985,68.89637124648058,-65.90634387937378,8.67441133670355
1936-05-31,382.2775,136.2,279.0285550878502,37.27997405669832,103.2489449121498,98.92002594330167,46.355548127083885,232.6730069607663,30.712705577137633,6.567268479560688
1936-06-30,197.2269,291.66,93.95563788407995,192.68188065606694,103.27126211592005,98.97811934393309,65.9760237804565,27.979614103623447,197.24854074793478,-4.5666600918678455
1936-07-31,297.0438,233.33,193.75022068030967,134.29378725543546,103.29357931969031,99.03621274456455,108.64337800525765,85.10684267505202,204.42223306158908,-70.12844580615362
1936-08-31,263.7715,162.82,160.45560347653944,63.72569385480402,103.31589652346057,99.09430614519597,117.96056437291598,42.495039103623455,84.81628251810046,-21.090588663296444
1936-09-30,163.6714,77.59,60.33318627276918,-21.562399545827404,103.33821372723082,99.15239954582741,28.43070431200287,31.902481960766313,-5.775382311102389,-15.787017234725015
1936-10-31,38.6242,38.79,-64.73633093100108,-60.42049294645884,103.36053093100108,99.21049294645884,-60.23751646319595,-4.498814467805126,-49.4716899974481,-10.94880294901074
1936-11-30,13.1107,22.68,-90.27214813477133,-76.58858634709028,103.38284813477132,99.26858634709029,-79.59720509553763,-10.674943039233696,-69.59192625522239,-6.996660091867895
1936-12-31,11.8931,22.26,-91.51206533854157,-77.06667974772171,103.40516533854158,99.32667974772171,-87.96792944216502,-3.5441358963765595,-78.8757339415681,1.8090541938463929
1937-01-31,13.8753,16.82,-89.55218254231184,-82.56477314835314,103.42748254231184,99.38477314835313,-88.00662234354937,-1.5455601987624732,-82.47777796319376,-0.0869951851593811
1937-02-28,16.2822,16.99,-87.16759974608209,-82.45286654898459,103.44979974608209,99.44286654898458,-57.342571690176776,-29.825028055905314,-83.62694279239663,1.1740762434120455
1937-03-31,19.5103,19.06,-83.96181694985235,-80.440959949616,103.47211694985235,99.500959949616,-12.408874608232752,-71.5529423416196,-81.47396476445662,1.0330048148406235
1937-04-30,25.5135,25.49,-77.9809341536226,-74.06905335024744,103.49443415362259,99.55905335024744,18.19450104513985,-96.17543519876244,-65.90634387937378,-8.162709470873665
1937-05-31,177.7449,81.27,74.22814864260715,-18.347146750878878,103.51675135739285,99.61714675087887,46.355548127083885,27.872600515523267,30.712705577137633,-49.05985232801651
1937-06-30,188.1372,218.04,84.5981314388369,118.36475984848968,103.5390685611631,99.67524015151031,65.9760237804565,18.6221076583804,197.24854074793478,-78.8837808994451
1937-07-31,241.3728,265.33,137.81141423506665,165.59666644785824,103.56138576493336,99.73333355214174,108.64337800525765,29.168036229809005,204.42223306158908,-38.82556661373084
1937-08-31,306.9547,165.09,203.37099703129638,65.29857304722682,103.58370296870362,99.79142695277318,117.96056437291598,85.4104326583804,84.81628251810046,-19.51770947087364
1937-09-30,103.3282,99.11,-0.2778201724738807,-0.7395203534046146,103.60602017247388,99.84952035340461,28.43070431200287,-28.70852448447675,-5.775382311102389,5.035861957697774
1937-10-31,24.7206,52.39,-78.90773737624411,-47.51761375403605,103.62833737624412,99.90761375403605,-60.23751646319595,-18.670220913048162,-49.4716899974481,1.9540762434120538
1937-11-30,8.9481,54.09,-94.70255458001438,-45.87570715466748,103.65065458001438,99.96570715466748,-79.59720509553763,-15.105349484476747,-69.59192625522239,23.71621910055491
1937-12-31,8.3252,31.43,-95.34777178378464,-68.59380055529891,103.67297178378463,100.02380055529892,-87.96792944216502,-7.3798423416196215,-78.8757339415681,10.281933386269188
1938-01-31,15.7159,27.35,-87.97938898755488,-72.73189395593036,103.69528898755489,100.08189395593035,-88.00662234354937,0.027233355994482622,-82.47777796319376,9.745884007263399
1938-02-28,33.2157,24.49,-70.50190619132515,-75.6499873565618,103.71760619132515,100.13998735656179,-57.342571690176776,-13.159334501148372,-83.62694279239663,7.976955435834839
1938-03-31,203.5698,28.06,99.8298766049046,-72.13808075719322,103.73992339509539,100.19808075719322,-12.408874608232752,112.23875121313735,-81.47396476445662,9.335884007263402
1938-04-30,66.403,42.76,-37.35924059886564,-57.49617415782466,103.76224059886565,100.25617415782466,18.19450104513985,-55.55374164400549,-65.90634387937378,8.410169721549117
1938-05-31,281.2146,129.41,177.43004219736412,29.095732441543902,103.7845578026359,100.3142675584561,46.355548127083885,131.07449407028022,30.712705577137633,-1.6169731355937316
1938-06-30,372.6497,379.45,268.8428249935938,279.07763904091246,103.80687500640619,100.37236095908753,65.9760237804565,202.8668012131373,197.24854074793478,81.82909829297768
1938-07-31,341.7844,339.8,237.9552077898236,239.36954564028105,103.82919221017642,100.43045435971896,108.64337800525765,129.31182978456593,204.42223306158908,34.947312578691964
1938-08-31,461.8478,148.38,357.99629058605336,47.89145223964961,103.85150941394664,100.48854776035039,117.96056437291598,240.03572621313737,84.81628251810046,-36.924830278450855
1938-09-30,278.8077,111.85,174.93387338228308,11.303358839018173,103.87382661771693,100.54664116098182,28.43070431200287,146.50316907028022,-5.775382311102389,17.078741150120564
1938-10-31,59.4937,54.65,-44.402443821487175,-45.95473456161326,103.89614382148717,100.60473456161326,-60.23751646319595,15.835072641708777,-49.4716899974481,3.516955435834845
1938-11-30,16.2822,30.3,-87.63626102525743,-70.3628279622447,103.91846102525743,100.66282796224469,-79.59720509553763,-8.039055929719794,-69.59192625522239,-0.7709017070223041
1938-12-31,13.762,24.89,-90.17877822902769,-75.83092136287613,103.94077822902769,100.72092136287613,-87.96792944216502,-2.2108487868626696,-78.8757339415681,3.0448125786919746
1939-01-31,19.3404,23.19,-84.62269543279794,-77.58901476350756,103.96309543279794,100.77901476350756,-88.00662234354937,3.383926910751427,-82.47777796319376,4.8887631996861955
1939-02-28,26.901,19.03,-77.08441263656819,-81.807108164139,103.98541263656819,100.837108164139,-57.342571690176776,-19.741840946391413,-83.62694279239663,1.819834628257638
1939-03-31,28.0054,21.86,-76.00232984033843,-79.03520156477043,104.00772984033844,100.89520156477043,-12.408874608232752,-63.59345523210568,-81.47396476445662,2.4387631996861927
1939-04-30,30.6388,39.36,-73.3912470441087,-61.59329496540187,104.0300470441087,100.95329496540187,18.19450104513985,-91.58574808924854,-65.90634387937378,4.313048913971912
1939-05-31,43.7779,156.31,-60.27446424787895,55.2986116339667,104.05236424787896,101.0113883660333,46.355548127083885,-106.63001237496283,30.712705577137633,24.585906056829067
1939-06-30,108.7367,220.02,4.662018548350787,118.95051823333527,104.07468145164921,101.06948176666474,65.9760237804565,-61.314005232105714,197.24854074793478,-78.29802251459951
1939-07-31,147.3326,286.0,43.23560134458056,184.8724248327038,104.09699865541945,101.12757516729619,108.64337800525765,-65.40777666067709,204.42223306158908,-19.54980822888527
1939-08-31,73.1424,203.88,-30.976915859189717,102.6943314320724,104.11931585918971,101.18566856792759,117.96056437291598,-148.9374802321057,84.81628251810046,17.878048913971938
1939-09-30,22.2004,90.33,-81.94123306295997,-10.91376196855903,104.14163306295997,101.24376196855903,28.43070431200287,-110.37193737496284,-5.775382311102389,-5.138379657456641
1939-10-31,4.6723,66.26,-99.49165026673023,-35.04185536919046,104.16395026673024,101.30185536919046,-60.23751646319595,-39.25413380353428,-49.4716899974481,14.429834628257645
1939-11-30,3.0016,50.12,-101.18466747050049,-51.2399487698219,104.18626747050048,101.3599487698219,-79.59720509553763,-21.587462374962854,-69.59192625522239,18.35197748540049
1939-12-31,3.0582,34.83,-101.15038467427073,-66.58804217045333,104.20858467427072,101.41804217045333,-87.96792944216502,-13.18245523210571,-78.8757339415681,12.287691771114766
1940-01-31,12.9691,21.44,-91.26180187804098,-80.03613557108477,104.23090187804098,101.47613557108477,-88.00662234354937,-3.2551795344916172,-82.47777796319376,2.4416423921089887
1940-02-29,14.6115,22.68,-89.64171908181123,-78.8542289717162,104.25321908181124,101.5342289717162,-57.342571690176776,-32.299147391634456,-83.62694279239663,4.772713820680437
1940-03-31,19.5669,27.64,-84.70863628558149,-73.95232237234764,104.2755362855815,101.59232237234764,-12.408874608232752,-72.29976167734874,-81.47396476445662,7.521642392108987
1940-04-30,220.8148,35.11,116.51694651064824,-66.54041577297907,104.29785348935175,101.65041577297907,18.19450104513985,98.3224454655084,-65.90634387937378,-0.6340718936052951
1940-05-31,301.5745,137.62,197.254329306878,35.911490826389496,104.32017069312201,101.70850917361051,46.355548127083885,150.8987811797941,30.712705577137633,5.198785249251863
1940-06-30,390.2062,268.16,285.8637121031078,166.39339742575808,104.34248789689224,101.76660257424194,65.9760237804565,219.8876883226513,197.24854074793478,-30.8551433221767
1940-07-31,295.9111,256.55,191.54629489933745,154.72530402512663,104.36480510066252,101.82469597487338,108.64337800525765,82.90291689407981,204.42223306158908,-49.69692903646245
1940-08-31,227.6675,168.77,123.28037769556722,66.8872106244952,104.38712230443276,101.88278937550481,117.96056437291598,5.3198133226512425,84.81628251810046,-17.92907189360527
1940-09-30,91.5484,120.35,-12.86103950820302,18.409117223863745,104.40943950820302,101.94088277613625,28.43070431200287,-41.291743820205895,-5.775382311102389,24.184499534966136
1940-10-31,20.7846,66.26,-83.64715671197328,-35.73897617676768,104.43175671197328,101.99897617676768,-60.23751646319595,-23.40964024877733,-49.4716899974481,13.732713820680424
1940-11-30,10.9586,32.85,-93.49547391574352,-69.2070695773991,104.45407391574352,102.05706957739909,-79.59720509553763,-13.898268820205885,-69.59192625522239,0.3848566778232936
1940-12-31,11.6099,28.6,-92.86649111951378,-73.51516297803053,104.47639111951378,102.11516297803053,-87.96792944216502,-4.898561677348766,-78.8757339415681,5.360570963537569
1941-01-31,11.9214,21.83,-92.57730832328403,-80.34325637866198,104.49870832328403,102.17325637866197,-88.00662234354937,-4.570685979734662,-82.47777796319376,2.1345215845317824
1941-02-28,26.6462,18.35,-77.8748255270543,-83.8813497792934,104.52102552705429,102.2313497792934,-57.342571690176776,-20.532253836877523,-83.62694279239663,-0.2544069868967682
1941-03-31,121.7341,25.15,17.19075726917545,-77.13944317992485,104.54334273082455,102.28944317992486,-12.408874608232752,29.5996318774082,-81.47396476445662,4.334521584531771
1941-04-30,165.512,37.94,60.946340065405195,-64.40753658055628,104.5656599345948,102.34753658055628,18.19450104513985,42.75183902026534,-65.90634387937378,1.4988072988174963
1941-05-31,247.2344,99.96,142.64642286163496,-2.4456299811877216,104.58797713836503,102.40562998118772,46.355548127083885,96.29087473455107,30.712705577137633,-33.158335558325355
1941-06-30,212.4047,206.71,107.79440565786469,104.24627661818086,104.6102943421353,102.46372338181915,65.9760237804565,41.818381877408186,197.24854074793478,-93.00226412975393
1941-07-31,214.9532,217.19,110.32058845409445,114.66818321754941,104.63261154590556,102.52181678245059,108.64337800525765,1.677210448836803,204.42223306158908,-89.75404984403967
1941-08-31,323.6616,152.06,219.0066712503242,49.48008981691798,104.65492874967583,102.57991018308202,117.96056437291598,101.0461068774082,84.81628251810046,-35.33619270118248
1941-09-30,131.3619,74.47,26.684654046553916,-28.168003583713457,104.67724595344608,102.63800358371346,28.43070431200287,-1.7460502654489538,-5.775382311102389,-22.392621272611066
1941-10-31,37.3499,52.1,-67.34966315721633,-50.59609698434489,104.69956315721632,102.69609698434489,-60.23751646319595,-7.112146694020375,-49.4716899974481,-1.124406986896787
1941-11-30,12.9974,36.53,-91.72448036098658,-66.22419038497632,104.72188036098657,102.75419038497633,-79.59720509553763,-12.127275265448944,-69.59192625522239,3.367735870246065
1941-12-31,10.0242,31.15,-94.71999756475682,-71.66228378560774,104.74419756475683,102.81228378560775,-87.96792944216502,-6.752068122591808,-78.8757339415681,7.213450155960359
1942-01-31,13.4505,22.82,-91.31601476852708,-80.05037718623919,104.76651476852709,102.87037718623918,-88.00662234354937,-3.309392424977716,-82.47777796319376,2.4274007769545705
1942-02-28,30.4689,23.02,-74.31993197229734,-79.90847058687062,104.78883197229734,102.92847058687062,-57.342571690176776,-16.977360282120564,-83.62694279239663,3.7184722055260124
1942-03-31,154.695,24.83,49.883850823932406,-78.15656398750205,104.81114917606759,102.98656398750205,-12.408874608232752,62.292725432165156,-81.47396476445662,3.317400776954571
1942-04-30,274.2487,33.98,169.41523362016216,-69.0646573881335,104.83346637983783,103.04465738813349,18.19450104513985,151.2207325750223,-65.90634387937378,-3.1583135087597185
1942-05-31,292.2299,118.65,187.37411641639187,15.547249211235084,104.85578358360812,103.10275078876492,46.355548127083885,141.01856828930798,30.712705577137633,-15.16545636590255
1942-06-30,140.31,258.53,35.431899212621644,155.36915581060362,104.87810078737836,103.16084418939636,65.9760237804565,-30.544124567834857,197.24854074793478,-41.87938493733117
1942-07-31,297.6101,319.98,192.70968200885136,216.76106240997223,104.90041799114863,103.21893759002779,108.64337800525765,84.06630400359371,204.42223306158908,12.338829348383143
1942-08-31,328.7586,209.83,223.83586480508114,106.55296900934079,104.92273519491886,103.27703099065923,117.96056437291598,105.87530043216516,84.81628251810046,21.73668649124032
1942-09-30,259.4673,89.76,154.5222476013109,-13.575124391290657,104.94505239868911,103.33512439129066,28.43070431200287,126.09154328930804,-5.775382311102389,-7.799742080188269
1942-10-31,68.0171,53.52,-36.95026960245937,-49.873217791922094,104.96736960245937,103.3932177919221,-60.23751646319595,23.28724686073658,-49.4716899974481,-0.4015277944739921
1942-11-30,15.3194,32.85,-89.67028680622963,-70.60131119255354,104.98968680622963,103.45131119255353,-79.59720509553763,-10.073081710691994,-69.59192625522239,-1.0093849373311485
1942-12-31,10.7038,26.67,-94.30820400999988,-76.83940459318497,105.01200400999988,103.50940459318497,-87.96792944216502,-6.340274567834868,-78.8757339415681,2.036329348383134
1943-01-31,10.1941,21.55,-94.84022121377014,-82.0174979938164,105.03432121377014,103.5674979938164,-88.00662234354937,-6.833598870220769,-82.47777796319376,0.4602799693773534
1943-02-28,77.4749,21.01,-27.58173841754038,-82.61559139444783,105.05663841754038,103.62559139444784,-57.342571690176776,29.760833272636397,-83.62694279239663,1.0113513979488005
1943-03-31,134.7033,26.19,29.624344378689372,-77.49368479507928,105.07895562131064,103.68368479507927,-12.408874608232752,42.03321898692212,-81.47396476445662,3.9802799693773494
1943-04-30,325.0774,65.13,219.9761271749191,-38.6117781957107,105.10127282508091,103.7417781957107,18.19450104513985,201.78162612977926,-65.90634387937378,27.29456568366308
1943-05-31,199.6904,88.35,94.56680997114886,-15.449871596342135,105.12359002885115,103.79987159634213,46.355548127083885,48.21126184406497,30.712705577137633,-46.16257717347977
1943-06-30,435.5132,194.54,330.36729276737856,90.68203500302643,105.14590723262143,103.85796499697356,65.9760237804565,264.39126898692206,197.24854074793478,-106.56650574490835
1943-07-31,284.8675,334.14,179.69927556360835,230.22394160239497,105.16822443639165,103.91605839760501,108.64337800525765,71.05589755835071,204.42223306158908,25.80170854080589
1943-08-31,202.2106,215.77,97.02005835983809,111.79584820176358,105.19054164016191,103.97415179823643,117.96056437291598,-20.940506013077893,84.81628251810046,26.97956568366311
1943-09-30,122.8102,80.14,17.597341156067827,-23.89224519886787,105.21285884393217,104.03224519886787,28.43070431200287,-10.833363155935043,-5.775382311102389,-18.11686288776548
1943-10-31,36.0473,51.54,-69.18787604770242,-52.550338599499305,105.23517604770242,104.0903385994993,-60.23751646319595,-8.950359584506465,-49.4716899974481,-3.078648602051203
1943-11-30,9.9109,29.45,-95.34659325147268,-74.69843200013074,105.25749325147268,104.14843200013074,-79.59720509553763,-15.749388155935051,-69.59192625522239,-5.106505744908347
1943-12-31,7.0226,23.33,-98.25721045524294,-80.87652540076218,105.27981045524294,104.20652540076217,-87.96792944216502,-10.289281013077925,-78.8757339415681,-2.000791459194076
1944-01-31,12.0913,20.1,-93.21082765901318,-84.1646188013936,105.30212765901318,104.2646188013936,-88.00662234354937,-5.20420531546381,-82.47777796319376,-1.686840838199842
1944-02-29,17.3865,19.43,-87.93794486278344,-84.89271220202505,105.32444486278344,104.32271220202506,-57.342571690176776,-30.595373172606664,-83.62694279239663,-1.2657694096284189
1944-03-31,22.0871,20.08,-83.25966206655369,-84.30080560265648,105.34676206655368,104.38080560265648,-12.408874608232752,-70.85078745832094,-81.47396476445662,-2.826840838199857
1944-04-30,35.3111,27.33,-70.05797927032395,-77.10889900328792,105.36907927032397,104.43889900328791,18.19450104513985,-88.2524803154638,-65.90634387937378,-11.202555123914138
1944-05-31,79.1739,87.5,-26.217496474094204,-16.996992403919336,105.39139647409421,104.49699240391934,46.355548127083885,-72.57304460117808,30.712705577137633,-47.70969798105697
1944-06-30,115.023,220.31,9.609286322135546,115.75491419544923,105.41371367786445,104.55508580455077,65.9760237804565,-56.366737458320955,197.24854074793478,-81.49362655248555
1944-07-31,108.1421,172.17,2.706069118365292,67.55682079481778,105.43603088163471,104.6131792051822,108.64337800525765,-105.93730888689235,204.42223306158908,-136.8654122667713
1944-08-31,212.2914,156.03,106.83305191459505,51.35872739418636,105.45834808540496,104.67127260581364,117.96056437291598,-11.127512458320936,84.81628251810046,-33.457555123914105
1944-09-30,88.2636,91.75,-17.217065289175224,-12.979366006445076,105.48066528917522,104.72936600644508,28.43070431200287,-45.6477696011781,-5.775382311102389,-7.2039836953426875
1944-10-31,17.8962,53.52,-87.60678249294548,-51.26745940707651,105.50298249294548,104.78745940707651,-60.23751646319595,-27.369266029749532,-49.4716899974481,-1.7957694096284058
1944-11-30,6.0881,34.55,-99.43719969671572,-70.29555280770795,105.52529969671572,104.84555280770795,-79.59720509553763,-19.83999460117809,-69.59192625522239,-0.7036265524855594
1944-12-31,6.343,19.91,-99.20461690048597,-84.99364620833938,105.54761690048598,104.90364620833938,-87.96792944216502,-11.236687458320958,-78.8757339415681,-6.117912266771285
1945-01-31,12.6859,17.05,-92.88403410425623,-87.91173960897082,105.56993410425623,104.96173960897082,-88.00662234354937,-4.877411760706863,-82.47777796319376,-5.43396164577706
1945-02-28,61.6741,17.02,-43.91815130802649,-87.99983300960226,105.59225130802649,105.01983300960225,-57.342571690176776,13.424420382150288,-83.62694279239663,-4.372890217205622
1945-03-31,65.6101,16.88,-40.004468511796745,-88.19792641023369,105.61456851179675,105.07792641023369,-12.408874608232752,-27.595593903563994,-81.47396476445662,-6.723961645777067
1945-04-30,51.3384,22.14,-54.29848571556699,-82.99601981086512,105.63688571556699,105.13601981086512,18.19450104513985,-72.49298676070684,-65.90634387937378,-17.089675931491342
1945-05-31,288.8319,66.83,183.17269708066277,-38.36411321149656,105.65920291933725,105.19411321149656,46.355548127083885,136.81714895357888,30.712705577137633,-69.0768187886342
1945-06-30,119.3272,210.96,13.645679876892501,105.70779338787202,105.6815201231075,105.25220661212799,65.9760237804565,-52.330343903564,197.24854074793478,-91.54074736006277
1945-07-31,194.3952,242.96,88.69136267312223,137.64969998724058,105.70383732687776,105.31030001275943,108.64337800525765,-19.952015332135417,204.42223306158908,-66.7725330743485
1945-08-31,253.1526,150.08,147.426445469352,44.71160658660915,105.72615453064802,105.36839341339086,117.96056437291598,29.465881096436007,84.81628251810046,-40.104675931491315
1945-09-30,129.493,74.47,23.74452826558172,-30.956486814022284,105.74847173441827,105.42648681402228,28.43070431200287,-4.686176046421149,-5.775382311102389,-25.181104502919894
1945-10-31,29.7893,41.34,-75.98148893818852,-64.14458021465371,105.77078893818852,105.48458021465372,-60.23751646319595,-15.743972474992567,-49.4716899974481,-14.672890217205612
1945-11-30,7.6455,30.3,-98.14760614195878,-75.24267361528516,105.79310614195877,105.54267361528515,-79.59720509553763,-18.550401046421143,-69.59192625522239,-5.650747360062766
1945-12-31,7.5889,18.32,-98.22652334572903,-87.28076701591658,105.81542334572903,105.60076701591657,-87.96792944216502,-10.25859390356402,-78.8757339415681,-8.40503307434848
1946-01-31,18.7741,14.19,-87.06364054949928,-91.46886041654803,105.83774054949929,105.65886041654802,-88.00662234354937,0.942981794050084,-82.47777796319376,-8.991082453354267
1946-02-28,72.8876,16.48,-32.97245775326954,-89.23695381717945,105.86005775326954,105.71695381717946,-57.342571690176776,24.370113936907238,-83.62694279239663,-5.610011024782821
1946-03-31,248.9617,24.95,143.07932504296022,-80.82504721781089,105.88237495703979,105.7750472178109,-12.408874608232752,155.48819965119299,-81.47396476445662,0.648917546645734
1946-04-30,141.0462,33.7,35.141507839189956,-72.13314061844233,105.90469216081004,105.83314061844233,18.19450104513985,16.947006794050104,-65.90634387937378,-6.226796739068547
1946-05-31,77.1068,164.52,-28.820209364580293,58.62876598092625,105.9270093645803,105.89123401907376,46.355548127083885,-75.17575749166417,30.712705577137633,27.916060403788613
1946-06-30,157.8381,334.14,51.88877343164944,228.1906725802948,105.94932656835056,105.94932741970518,65.9760237804565,-14.08725034880706,197.24854074793478,30.94213183236002
1946-07-31,242.2223,308.65,136.25065622787918,202.64257917966336,105.97164377212081,106.00742082033662,108.64337800525765,27.60727822262153,204.42223306158908,-1.779653881925725
1946-08-31,246.1301,189.72,140.13613902410893,83.65448577903193,105.99396097589107,106.06551422096807,117.96056437291598,22.175574651192946,84.81628251810046,-1.161796739068535
1946-09-30,91.8315,114.12,-14.184778179661308,7.996392378400515,106.01627817966131,106.12360762159949,28.43070431200287,-42.61548249166418,-5.775382311102389,13.771774689502903
