baths	beds	city	latitude	longitude	price	sale_date	sq__ft	state	street	type	zip
2	2	SACRAMENTO	38.658812	-121.542345	152000	Wed May 21 00:00:00 EDT 2008	1304	CA	4800 WESTLAKE PKWY Unit 2109	Condo	95835
2	3	SACRAMENTO	38.493955	-121.48966	154000	Wed May 21 00:00:00 EDT 2008	1207	CA	2178 63RD AVE	Residential	95822
2	3	ELK GROVE	38.41653	-121.379653	156896	Wed May 21 00:00:00 EDT 2008	1056	CA	8718 ELK WAY	Residential	95624
2	2	ANTELOPE	38.72027	-121.331555	161250	Wed May 21 00:00:00 EDT 2008	1043	CA	5708 RIDGEPOINT DR	Residential	95843
2	4	NORTH HIGHLANDS	38.699251	-121.371414	161500	Wed May 21 00:00:00 EDT 2008	1587	CA	7315 KOALA CT	Residential	95660
1	4	SACRAMENTO	38.613765	-121.488694	164000	Wed May 21 00:00:00 EDT 2008	1120	CA	2622 ERIN DR	Residential	95833
2	4	SACRAMENTO	38.450543	-121.432538	165000	Wed May 21 00:00:00 EDT 2008	1580	CA	8421 SUNBLAZE WAY	Residential	95823
1	4	SACRAMENTO	38.489405	-121.452811	166357	Wed May 21 00:00:00 EDT 2008	1955	CA	7420 ALIX PKWY	Residential	95823
2	4	SACRAMENTO	38.636748	-121.422159	166357	Wed May 21 00:00:00 EDT 2008	1656	CA	3820 NATOMA WAY	Residential	95838
2	3	SACRAMENTO	38.499954	-121.454469	168000	Wed May 21 00:00:00 EDT 2008	1477	CA	4431 GREEN TREE DR	Residential	95823
2	3	ELK GROVE	38.415518	-121.370527	170000	Wed May 21 00:00:00 EDT 2008	1188	CA	9417 SARA ST	Residential	95624
2	4	SACRAMENTO	38.473814	-121.4	173000	Wed May 21 00:00:00 EDT 2008	1590	CA	8299 HALBRITE WAY	Residential	95828
2	3	SACRAMENTO	38.477553	-121.419463	174250	Wed May 21 00:00:00 EDT 2008	1463	CA	7223 KALLIE KAY LN	Residential	95823
2	4	SACRAMENTO	38.474853	-121.406326	174313	Wed May 21 00:00:00 EDT 2008	1714	CA	8156 STEINBECK WAY	Residential	95828
2	3	SACRAMENTO	38.465184	-121.434925	178480	Wed May 21 00:00:00 EDT 2008	1185	CA	7957 VALLEY GREEN DR	Residential	95823
2	3	GALT	38.287789	-121.294715	178760	Wed May 21 00:00:00 EDT 2008	1406	CA	1122 WILD POPPY CT	Residential	95632
2	4	SACRAMENTO	38.665724	-121.358576	179580	Wed May 21 00:00:00 EDT 2008	1943	CA	4520 BOMARK WAY	Multi-Family	95842
2	3	SACRAMENTO	38.547011	-121.366217	181000	Wed May 21 00:00:00 EDT 2008	1172	CA	9012 KIEFER BLVD	Residential	95826
1	3	CARMICHAEL	38.662105	-121.313945	181872	Wed May 21 00:00:00 EDT 2008	1152	CA	5332 SANDSTONE ST	Residential	95608
3	4	SACRAMENTO	38.4473	-121.435218	182587	Wed May 21 00:00:00 EDT 2008	1851	CA	5993 SAWYER CIR	Residential	95823
2	3	ANTELOPE	38.714609	-121.347887	182716	Wed May 21 00:00:00 EDT 2008	1215	CA	4844 CLYDEBANK WAY	Residential	95843
2	3	GALT	38.260443	-121.297864	182750	Wed May 21 00:00:00 EDT 2008	1130	CA	306 CAMELLIA WAY	Residential	95632
2	4	ORANGEVALE	38.664186	-121.21751100000002	183200	Wed May 21 00:00:00 EDT 2008	1603	CA	9021 MADISON AVE	Residential	95662
1	3	GALT	38.251808	-121.302493	188741	Wed May 21 00:00:00 EDT 2008	1479	CA	404 6TH ST	Residential	95632
2	3	SACRAMENTO	38.459041	-121.424644	189000	Wed May 21 00:00:00 EDT 2008	1420	CA	8317 SUNNY CREEK WAY	Residential	95823
2	3	SACRAMENTO	38.560767	-121.377471	192067	Wed May 21 00:00:00 EDT 2008	1280	CA	2617 BASS CT	Residential	95826
2	3	ELK GROVE	38.422811	-121.423285	194000	Wed May 21 00:00:00 EDT 2008	1586	CA	7005 TIANT WAY	Residential	95758
2	3	ANTELOPE	38.711279	-121.393449	194818	Wed May 21 00:00:00 EDT 2008	1362	CA	7895 CABER WAY	Residential	95843
4	4	SACRAMENTO	38.48009	-121.415102	195000	Wed May 21 00:00:00 EDT 2008	2162	CA	7624 BOGEY CT	Multi-Family	95828
2	3	SACRAMENTO	38.44004	-121.421012	198000	Wed May 21 00:00:00 EDT 2008	1266	CA	6930 HAMPTON COVE WAY	Residential	95823
2	4	ELK GROVE	38.44076	-121.385792	199500	Wed May 21 00:00:00 EDT 2008	1715	CA	8708 MESA BROOK WAY	Residential	95624
2	3	FOLSOM	38.687742	-121.17104	200000	Wed May 21 00:00:00 EDT 2008	1820	CA	120 GRANT LN	Residential	95630
1	3	CARMICHAEL	38.664468	-121.32683	200000	Wed May 21 00:00:00 EDT 2008	936	CA	5907 ELLERSLEE DR	Residential	95608
0	0	SACRAMENTO	38.631481	-121.50188	206000	Wed May 21 00:00:00 EDT 2008	0	CA	17 SERASPI CT	Residential	95834
2	3	SACRAMENTO	38.653439	-121.535169	208000	Wed May 21 00:00:00 EDT 2008	1511	CA	170 PENHOW CIR	Residential	95834
2	4	SACRAMENTO	38.454349	-121.439239	212864	Wed May 21 00:00:00 EDT 2008	1590	CA	8345 STAR THISTLE WAY	Residential	95823
2	4	ELK GROVE	38.427818	-121.424026	221000	Wed May 21 00:00:00 EDT 2008	1596	CA	9080 FRESCA WAY	Residential	95758
2	2	SACRAMENTO	38.67307	-121.506373	221000	Wed May 21 00:00:00 EDT 2008	1341	CA	391 NATALINO CIR	Residential	95835
3	5	ELK GROVE	38.435436	-121.39453600000002	223058	Wed May 21 00:00:00 EDT 2008	2136	CA	8373 BLACKMAN WAY	Residential	95624
2	4	ELK GROVE	38.400676	-121.38101	227887	Wed May 21 00:00:00 EDT 2008	1616	CA	9837 CORTE DORADO CT	Residential	95624
2	3	SACRAMENTO	38.491399	-121.443547	231477	Wed May 21 00:00:00 EDT 2008	1478	CA	5037 J PKWY	Residential	95823
2	3	RANCHO CORDOVA	38.593699	-121.31089	234697	Wed May 21 00:00:00 EDT 2008	1287	CA	10245 LOS PALOS DR	Residential	95670
2	4	CITRUS HEIGHTS	38.702855	-121.31308	235000	Wed May 21 00:00:00 EDT 2008	1277	CA	6613 NAVION DR	Residential	95621
2	4	SACRAMENTO	38.618457	-121.509439	236000	Wed May 21 00:00:00 EDT 2008	1448	CA	2887 AZEVEDO DR	Residential	95833
3	4	SACRAMENTO	38.463355	-121.358936	236685	Wed May 21 00:00:00 EDT 2008	2235	CA	9186 KINBRACE CT	Residential	95829
2	3	MATHER	38.547991	-121.280483	237800	Wed May 21 00:00:00 EDT 2008	2093	CA	4243 MIDDLEBURY WAY	Residential	95655
2	3	RIO LINDA	38.693818	-121.441153	240122	Wed May 21 00:00:00 EDT 2008	1193	CA	1028 FALLON PLACE CT	Residential	95673
2	3	ELK GROVE	38.400974	-121.448424	242638	Wed May 21 00:00:00 EDT 2008	2163	CA	4804 NORIKER DR	Residential	95757
2	3	SACRAMENTO	38.478198	-121.412911	244000	Wed May 21 00:00:00 EDT 2008	1269	CA	7713 HARVEST WOODS DR	Residential	95828
0	0	SACRAMENTO	38.626671	-121.52597	244500	Wed May 21 00:00:00 EDT 2008	0	CA	2866 KARITSA AVE	Residential	95833
1	3	SACRAMENTO	38.502519	-121.420769	244960	Wed May 21 00:00:00 EDT 2008	958	CA	6913 RICHEVE WAY	Residential	95828
3	5	ELK GROVE	38.443832	-121.382087	245918	Wed May 21 00:00:00 EDT 2008	2508	CA	8636 TEGEA WAY	Residential	95624
2	3	CITRUS HEIGHTS	38.665395	-121.293288	250000	Wed May 21 00:00:00 EDT 2008	1305	CA	5448 MAIDSTONE WAY	Residential	95621
2	4	ELK GROVE	38.444909	-121.412345	250000	Wed May 21 00:00:00 EDT 2008	1591	CA	18 OLLIE CT	Residential	95758
2	2	CARMICHAEL	38.637028	-121.31296299999998	250134	Wed May 21 00:00:00 EDT 2008	1326	CA	4010 ALEX LN	Condo	95608
2	3	ELK GROVE	38.38692	-121.447349	254200	Wed May 21 00:00:00 EDT 2008	1843	CA	4901 MILLNER WAY	Residential	95757
2	4	SACRAMENTO	38.653917	-121.34218	254200	Wed May 21 00:00:00 EDT 2008	1921	CA	4818 BRITTNEY LEE CT	Residential	95841
3	5	ELK GROVE	38.42568	-121.43806200000002	258000	Wed May 21 00:00:00 EDT 2008	2790	CA	5529 LAGUNA PARK DR	Residential	95758
2	3	SACRAMENTO	38.656251	-121.547572	260000	Wed May 21 00:00:00 EDT 2008	1541	CA	230 CANDELA CIR	Residential	95835
1	3	SACRAMENTO	38.53151	-121.421089	260014	Wed May 21 00:00:00 EDT 2008	1018	CA	4900 71ST ST	Residential	95820
0	0	RANCHO CORDOVA	38.553867	-121.219141	263500	Wed May 21 00:00:00 EDT 2008	0	CA	12209 CONSERVANCY WAY	Residential	95742
2	3	SACRAMENTO	38.648879	-121.544023	265000	Wed May 21 00:00:00 EDT 2008	1672	CA	4236 NATOMAS CENTRAL DR	Condo	95834
2	3	POLLOCK PINES	38.708315	-120.603872	265000	Wed May 21 00:00:00 EDT 2008	1380	CA	5615 LUPIN LN	Residential	95726
1	3	SACRAMENTO	38.523947	-121.484946	271742	Wed May 21 00:00:00 EDT 2008	975	CA	5625 JAMES WAY	Residential	95822
3	4	SACRAMENTO	38.472976	-121.318633	273750	Wed May 21 00:00:00 EDT 2008	2372	CA	7842 LAHONTAN CT	Residential	95829
2	3	SACRAMENTO	38.502194	-121.490795	275086	Wed May 21 00:00:00 EDT 2008	1446	CA	6850 21ST ST	Residential	95822
2	2	POLLOCK PINES	38.75485	-120.60476	280908	Wed May 21 00:00:00 EDT 2008	1284	CA	2900 BLAIR RD	Residential	95726
3	4	SACRAMENTO	38.474099	-121.490711	280987	Wed May 21 00:00:00 EDT 2008	3009	CA	2064 EXPEDITION WAY	Residential	95832
4	8	SACRAMENTO	38.559505	-121.364839	282400	Wed May 21 00:00:00 EDT 2008	3612	CA	2912 NORCADE CIR	Multi-Family	95826
2	4	ELK GROVE	38.410992	-121.479043	285000	Wed May 21 00:00:00 EDT 2008	2056	CA	9507 SEA CLIFF WAY	Residential	95758
2	4	ELK GROVE	38.4439	-121.37255	287417	Wed May 21 00:00:00 EDT 2008	1993	CA	8882 AUTUMN GOLD CT	Residential	95624
2	3	ELK GROVE	38.391538	-121.442596	291000	Wed May 21 00:00:00 EDT 2008	1857	CA	5322 WHITE LOTUS WAY	Residential	95757
1	2	SACRAMENTO	38.556098	-121.490787	292024	Wed May 21 00:00:00 EDT 2008	1126	CA	1838 CASTRO WAY	Residential	95818
4	4	SACRAMENTO	38.5703	-121.315735	297000	Wed May 21 00:00:00 EDT 2008	2213	CA	10158 CRAWFORD WAY	Multi-Family	95827
3	5	ELK GROVE	38.442031	-121.410873	297000	Wed May 21 00:00:00 EDT 2008	2494	CA	7731 MASTERS ST	Residential	95758
2	3	ELK GROVE	38.40154	-121.447649	298000	Wed May 21 00:00:00 EDT 2008	1843	CA	4925 PERCHERON DR	Residential	95757
2	2	GOLD RIVER	38.62869	-121.261669	299000	Wed May 21 00:00:00 EDT 2008	1520	CA	2010 PROMONTORY POINT LN	Residential	95670
3	5	SACRAMENTO	38.658182	-121.549521	304037	Wed May 21 00:00:00 EDT 2008	2800	CA	4727 SAVOIE WAY	Residential	95835
2	4	ELK GROVE	38.442352	-121.389675	311000	Wed May 21 00:00:00 EDT 2008	2309	CA	8664 MAGNOLIA HILL WAY	Residential	95624
3	5	SACRAMENTO	38.555993	-121.340352	315537	Wed May 21 00:00:00 EDT 2008	2367	CA	9570 HARVEST ROSE WAY	Residential	95827
4	5	RANCHO CORDOVA	38.54512800000001	-121.224922	320000	Wed May 21 00:00:00 EDT 2008	3516	CA	4359 CREGAN CT	Residential	95742
0	0	RANCHO CORDOVA	38.528575	-121.2286	320000	Wed May 21 00:00:00 EDT 2008	0	CA	5337 DUSTY ROSE WAY	Residential	95742
3	4	SACRAMENTO	38.550848	-121.370224	328360	Wed May 21 00:00:00 EDT 2008	1914	CA	8929 SUTTERS GOLD DR	Residential	95826
1	2	ORANGEVALE	38.71147	-121.216214	334150	Wed May 21 00:00:00 EDT 2008	1690	CA	8025 PEERLESS AVE	Residential	95662
3	3	ELK GROVE	38.398609	-121.450148	335750	Wed May 21 00:00:00 EDT 2008	2725	CA	4620 WELERA WAY	Residential	95757
3	4	ELK GROVE	38.403492	-121.430224	335750	Wed May 21 00:00:00 EDT 2008	2354	CA	9723 TERRAPIN CT	Residential	95757
0	0	SACRAMENTO	38.602416	-121.542965	339500	Wed May 21 00:00:00 EDT 2008	0	CA	2115 SMOKESTACK WAY	Residential	95833
2	3	FOLSOM	38.68479	-121.149199	344250	Wed May 21 00:00:00 EDT 2008	2185	CA	100 REBECCA WAY	Residential	95630
2	4	ELK GROVE	38.41333	-121.404999	346210	Wed May 21 00:00:00 EDT 2008	1801	CA	9488 OAK VILLAGE WAY	Residential	95758
3	3	SACRAMENTO	38.448507	-121.421346	347029	Wed May 21 00:00:00 EDT 2008	1961	CA	8495 DARTFORD DR	Residential	95823
2	4	ELK GROVE	38.380635	-121.425538	347650	Wed May 21 00:00:00 EDT 2008	3134	CA	6708 PONTA DO SOL WAY	Residential	95757
3	4	SACRAMENTO	38.46534000000001	-121.457519	351300	Wed May 21 00:00:00 EDT 2008	1915	CA	4143 SEA MEADOW WAY	Residential	95823
2	3	EL DORADO HILLS	38.691299	-121.081752	352000	Wed May 21 00:00:00 EDT 2008	0	CA	3020 RICHARDSON CIR	Residential	95762
0	0	SACRAMENTO	38.4772	-121.5215	370000	Wed May 21 00:00:00 EDT 2008	0	CA	8082 LINDA ISLE LN	Residential	95831
3	4	RANCHO MURIETA	38.4874	-121.075129	370500	Wed May 21 00:00:00 EDT 2008	2734	CA	15300 MURIETA SOUTH PKWY	Residential	95683
2	3	WILTON	38.35062	-121.228349	372000	Wed May 21 00:00:00 EDT 2008	2110	CA	11215 SHARRMONT CT	Residential	95693
3	5	ELK GROVE	38.4019	-121.420388	375000	Wed May 21 00:00:00 EDT 2008	3164	CA	7105 DANBERG WAY	Residential	95757
3	5	SACRAMENTO	38.677126	-121.500519	381300	Wed May 21 00:00:00 EDT 2008	3599	CA	5579 JERRY LITELL WAY	Residential	95835
2	4	SACRAMENTO	38.509819	-121.519661	381942	Wed May 21 00:00:00 EDT 2008	2054	CA	1050 FOXHALL WAY	Residential	95831
2	4	ANTELOPE	38.709873	-121.339472	387731	Wed May 21 00:00:00 EDT 2008	1830	CA	7837 ABBINGTON WAY	Residential	95843
3	3	SACRAMENTO	38.58355	-121.487289	391000	Wed May 21 00:00:00 EDT 2008	1627	CA	1300 F ST	Residential	95814
3	4	ELK GROVE	38.408351	-121.423925	394470	Wed May 21 00:00:00 EDT 2008	3440	CA	6801 RAWLEY WAY	Residential	95757
2	3	GREENWOOD	38.945357	-120.908822	395000	Wed May 21 00:00:00 EDT 2008	2846	CA	1693 SHELTER COVE DR	Residential	95635
3	4	ELK GROVE	38.450829	-121.349928	400186	Wed May 21 00:00:00 EDT 2008	2359	CA	9361 WADDELL LN	Residential	95624
3	3	SACRAMENTO	38.487885	-121.545947	415000	Wed May 21 00:00:00 EDT 2008	2052	CA	10 SEA FOAM CT	Residential	95831
3	5	ELK GROVE	38.385638	-121.422616	425000	Wed May 21 00:00:00 EDT 2008	3433	CA	6945 RIO TEJO WAY	Residential	95757
3	5	RANCHO CORDOVA	38.550617	-121.23526	430000	Wed May 21 00:00:00 EDT 2008	3615	CA	4186 TULIP PARK WAY	Residential	95742
0	0	ELK GROVE	38.420338	-121.363757	445000	Wed May 21 00:00:00 EDT 2008	0	CA	9278 DAIRY CT	Residential	95624
3	5	FOLSOM	38.646273	-121.175322	460000	Wed May 21 00:00:00 EDT 2008	2687	CA	207 ORANGE BLOSSOM CIR Unit C	Residential	95630
3	4	ELK GROVE	38.38253	-121.428007	461000	Wed May 21 00:00:00 EDT 2008	2724	CA	6507 RIO DE ONAR WAY	Residential	95757
3	4	ELK GROVE	38.406421	-121.422081	489332	Wed May 21 00:00:00 EDT 2008	3440	CA	7004 RAWLEY WAY	Residential	95757
4	5	ELK GROVE	38.38253	-121.428038	510000	Wed May 21 00:00:00 EDT 2008	3508	CA	6503 RIO DE ONAR WAY	Residential	95757
2	4	FOLSOM	38.655167	-121.090178	539000	Wed May 21 00:00:00 EDT 2008	2462	CA	2217 APPALOOSA CT	Residential	95630
0	0	FOLSOM	38.670947	-121.097727	585000	Wed May 21 00:00:00 EDT 2008	0	CA	868 HILDEBRAND CIR	Residential	95630
3	4	EL DORADO HILLS	38.672761	-121.050378	600000	Wed May 21 00:00:00 EDT 2008	0	CA	6030 PALERMO WAY	Residential	95762
3	4	EL DORADO HILLS	38.666807	-121.06483	606238	Wed May 21 00:00:00 EDT 2008	0	CA	4070 REDONDO DR	Residential	95762
3	3	SACRAMENTO	38.591618	-121.370626	660000	Wed May 21 00:00:00 EDT 2008	2325	CA	4004 CRESTA WAY	Residential	95864
5	6	EL DORADO HILLS	38.669931	-121.05958	830000	Wed May 21 00:00:00 EDT 2008	0	CA	315 JUMEL CT	Residential	95762
1	2	CITRUS HEIGHTS	38.680923	-121.313945	69000	Tue May 20 00:00:00 EDT 2008	795	CA	6272 LONGFORD DR Unit 1	Condo	95621
2	4	SACRAMENTO	38.554967	-121.468046	70000	Tue May 20 00:00:00 EDT 2008	1099	CA	3432 Y ST	Residential	95817
1	2	ELK GROVE	38.40573	-121.369832	71000	Tue May 20 00:00:00 EDT 2008	840	CA	9512 EMERALD PARK DR Unit 3	Condo	95624
1	2	SACRAMENTO	38.624678	-121.439203	78000	Tue May 20 00:00:00 EDT 2008	800	CA	3132 CLAY ST	Residential	95815
1	2	SACRAMENTO	38.518044	-121.443555	78400	Tue May 20 00:00:00 EDT 2008	746	CA	5221 38TH AVE	Residential	95824
1	3	SACRAMENTO	38.515125	-121.480416	80000	Tue May 20 00:00:00 EDT 2008	1067	CA	6112 HERMOSA ST	Residential	95822
2	4	SACRAMENTO	38.62357100000001	-121.454884	89000	Tue May 20 00:00:00 EDT 2008	1316	CA	483 ARCADE BLVD	Residential	95815
1	3	SACRAMENTO	38.622953	-121.450142	90000	Tue May 20 00:00:00 EDT 2008	1337	CA	671 SONOMA AVE	Residential	95815
1	2	SACRAMENTO	38.518373	-121.411779	90000	Tue May 20 00:00:00 EDT 2008	868	CA	5980 79TH ST	Residential	95824
1	3	SACRAMENTO	38.51055	-121.414768	92000	Tue May 20 00:00:00 EDT 2008	924	CA	7607 ELDER CREEK RD	Residential	95824
1	2	SACRAMENTO	38.53942	-121.446894	93675	Tue May 20 00:00:00 EDT 2008	610	CA	5028 14TH AVE	Residential	95820
0	0	RANCHO MURIETA	38.492287	-121.100032	97750	Tue May 20 00:00:00 EDT 2008	0	CA	14788 NATCHEZ CT	Residential	95683
1	2	SACRAMENTO	38.621998	-121.442238	98000	Tue May 20 00:00:00 EDT 2008	1220	CA	1069 ACACIA AVE	Residential	95815
1	1	ELK GROVE	38.423251	-121.444489	98000	Tue May 20 00:00:00 EDT 2008	722	CA	5201 LAGUNA OAKS DR Unit 199	Condo	95758
1	3	SACRAMENTO	38.588672	-121.373916	99000	Tue May 20 00:00:00 EDT 2008	1643	CA	3847 LAS PASAS WAY	Residential	95864
1	1	ELK GROVE	38.423251	-121.444489	100000	Tue May 20 00:00:00 EDT 2008	722	CA	5201 LAGUNA OAKS DR Unit 172	Condo	95758
1	3	GALT	38.241514	-121.312199	106716	Tue May 20 00:00:00 EDT 2008	1080	CA	1121 CREEKSIDE WAY	Residential	95632
1	3	SACRAMENTO	38.52712	-121.435348	111000	Tue May 20 00:00:00 EDT 2008	1039	CA	5307 CABRILLO WAY	Residential	95820
1	3	NORTH HIGHLANDS	38.67895	-121.379406	111000	Tue May 20 00:00:00 EDT 2008	1051	CA	3725 DON JULIO BLVD	Residential	95660
2	2	SACRAMENTO	38.682279	-121.352817	114800	Tue May 20 00:00:00 EDT 2008	967	CA	4803 MCCLOUD DR	Residential	95842
1	3	RANCHO CORDOVA	38.587156	-121.295778	120108	Tue May 20 00:00:00 EDT 2008	1098	CA	10542 SILVERWOOD WAY	Residential	95670
1	3	SACRAMENTO	38.518942	-121.430158	123225	Tue May 20 00:00:00 EDT 2008	1050	CA	6318 39TH AVE	Residential	95824
2	3	SACRAMENTO	38.636565	-121.460383	123750	Tue May 20 00:00:00 EDT 2008	1110	CA	211 MCDANIEL CIR	Residential	95838
1	3	NORTH HIGHLANDS	38.650445	-121.374861	125000	Tue May 20 00:00:00 EDT 2008	888	CA	3800 LYNHURST WAY	Residential	95660
2	3	SACRAMENTO	38.514665	-121.480411	125000	Tue May 20 00:00:00 EDT 2008	1120	CA	6139 HERMOSA ST	Residential	95822
2	3	ELVERTA	38.717976	-121.407684	126000	Tue May 20 00:00:00 EDT 2008	1080	CA	2505 RHINE WAY	Residential	95626
1	3	NORTH HIGHLANDS	38.66654000000001	-121.378298	129000	Tue May 20 00:00:00 EDT 2008	957	CA	3692 PAYNE WAY	Residential	95660
1	2	SACRAMENTO	38.637678	-121.452476	134000	Tue May 20 00:00:00 EDT 2008	952	CA	604 MORRISON AVE	Residential	95838
2	3	SACRAMENTO	38.658478	-121.450409	135000	Tue May 20 00:00:00 EDT 2008	1211	CA	648 SANTA ANA AVE	Residential	95838
2	3	SACRAMENTO	38.61779	-121.436765	135500	Tue May 20 00:00:00 EDT 2008	1264	CA	14 ASHLEY OAKS CT	Residential	95815
1	3	SACRAMENTO	38.623817	-121.477827	140000	Tue May 20 00:00:00 EDT 2008	1080	CA	3174 NORTHVIEW DR	Residential	95833
2	3	GALT	38.270617	-121.299205	140000	Tue May 20 00:00:00 EDT 2008	1266	CA	840 TRANQUIL LN	Residential	95632
