street,zip,state,city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_mean,price_median
9861 CULP WAY,95827,CA,SACRAMENTO,4,2,1380,Residential,2008-05-21T00:00:00Z,131200.0,38.558423,-121.32794799999999,131200.0,131200.0
7825 CREEK VALLEY CIR,95828,CA,SACRAMENTO,3,2,1248,Residential,2008-05-21T00:00:00Z,132000.0,38.472122,-121.404199,132000.0,132000.0
5201 LAGUNA OAKS DR Unit 140,95758,CA,ELK GROVE,2,2,1039,Condo,2008-05-21T00:00:00Z,133000.0,38.423251,-121.44448899999999,133000.0,133000.0
6768 MEDORA DR,95660,CA,NORTH HIGHLANDS,3,2,1152,Residential,2008-05-21T00:00:00Z,134555.0,38.691161,-121.37191999999999,134555.0,134555.0
3100 EXPLORER DR,95827,CA,SACRAMENTO,3,2,1380,Residential,2008-05-21T00:00:00Z,136500.0,38.566663,-121.33264399999999,136500.0,136500.0
7944 DOMINION WAY,95626,CA,ELVERTA,3,2,1116,Residential,2008-05-21T00:00:00Z,138750.0,38.713182,-121.411227,138750.0,138750.0
5201 LAGUNA OAKS DR Unit 162,95758,CA,ELK GROVE,2,2,1039,Condo,2008-05-21T00:00:00Z,141000.0,38.423251,-121.44448899999999,141000.0,141000.0
3920 SHINING STAR DR,95823,CA,SACRAMENTO,3,2,1418,Residential,2008-05-21T00:00:00Z,146250.0,38.48742,-121.46245900000001,146250.0,146250.0
5031 CORVAIR ST,95660,CA,NORTH HIGHLANDS,3,2,1082,Residential,2008-05-21T00:00:00Z,,38.658246000000005,-121.375469,135344.1052631579,125000.0
7661 NIXOS WAY,95823,CA,SACRAMENTO,4,2,1472,Residential,2008-05-21T00:00:00Z,148750.0,38.479553,-121.46331699999999,148750.0,148750.0
7044 CARTHY WAY,95828,CA,SACRAMENTO,4,2,1146,Residential,2008-05-21T00:00:00Z,,38.49857,-121.420925,181664.9024390244,165000.0
2442 LARKSPUR LN,95825,CA,SACRAMENTO,1,1,760,Condo,2008-05-21T00:00:00Z,150000.0,38.58514,-121.40373600000001,150000.0,150000.0
4800 WESTLAKE PKWY Unit 2109,95835,CA,SACRAMENTO,2,2,1304,Condo,2008-05-21T00:00:00Z,152000.0,38.658812,-121.542345,152000.0,152000.0
2178 63RD AVE,95822,CA,SACRAMENTO,3,2,1207,Residential,2008-05-21T00:00:00Z,154000.0,38.493955,-121.48966000000001,154000.0,154000.0
8718 ELK WAY,95624,CA,ELK GROVE,3,2,1056,Residential,2008-05-21T00:00:00Z,156896.0,38.41653,-121.379653,156896.0,156896.0
5708 RIDGEPOINT DR,95843,CA,ANTELOPE,2,2,1043,Residential,2008-05-21T00:00:00Z,161250.0,38.72027,-121.33155500000001,161250.0,161250.0
7315 KOALA CT,95660,CA,NORTH HIGHLANDS,4,2,1587,Residential,2008-05-21T00:00:00Z,161500.0,38.699251000000004,-121.37141399999999,161500.0,161500.0
2622 ERIN DR,95833,CA,SACRAMENTO,4,1,1120,Residential,2008-05-21T00:00:00Z,,38.613765,-121.488694,202059.33333333334,207450.0
8421 SUNBLAZE WAY,95823,CA,SACRAMENTO,4,2,1580,Residential,2008-05-21T00:00:00Z,165000.0,38.450542999999996,-121.432538,165000.0,165000.0
7420 ALIX PKWY,95823,CA,SACRAMENTO,4,1,1955,Residential,2008-05-21T00:00:00Z,166357.0,38.489405,-121.45281100000001,166357.0,166357.0
3820 NATOMA WAY,95838,CA,SACRAMENTO,4,2,1656,Residential,2008-05-21T00:00:00Z,166357.0,38.636748,-121.42215900000001,166357.0,166357.0
4431 GREEN TREE DR,95823,CA,SACRAMENTO,3,2,1477,Residential,2008-05-21T00:00:00Z,168000.0,38.499953999999995,-121.45446899999999,168000.0,168000.0
9417 SARA ST,95624,CA,ELK GROVE,3,2,1188,Residential,2008-05-21T00:00:00Z,,38.415518,-121.370527,253319.37931034484,233500.0
8299 HALBRITE WAY,95828,CA,SACRAMENTO,4,2,1590,Residential,2008-05-21T00:00:00Z,173000.0,38.473814000000004,-121.4,173000.0,173000.0
7223 KALLIE KAY LN,95823,CA,SACRAMENTO,3,2,1463,Residential,2008-05-21T00:00:00Z,174250.0,38.477553,-121.419463,174250.0,174250.0
8156 STEINBECK WAY,95828,CA,SACRAMENTO,4,2,1714,Residential,2008-05-21T00:00:00Z,174313.0,38.474853,-121.406326,174313.0,174313.0
7957 VALLEY GREEN DR,95823,CA,SACRAMENTO,3,2,1185,Residential,2008-05-21T00:00:00Z,178480.0,38.465184,-121.434925,178480.0,178480.0
1122 WILD POPPY CT,95632,CA,GALT,3,2,1406,Residential,2008-05-21T00:00:00Z,178760.0,38.287789000000004,-121.294715,178760.0,178760.0
4520 BOMARK WAY,95842,CA,SACRAMENTO,4,2,1943,Multi-Family,2008-05-21T00:00:00Z,179580.0,38.665724,-121.358576,179580.0,179580.0
9012 KIEFER BLVD,95826,CA,SACRAMENTO,3,2,1172,Residential,2008-05-21T00:00:00Z,181000.0,38.547011,-121.36621699999999,181000.0,181000.0
5332 SANDSTONE ST,95608,CA,CARMICHAEL,3,1,1152,Residential,2008-05-21T00:00:00Z,181872.0,38.662105,-121.31394499999999,181872.0,181872.0
5993 SAWYER CIR,95823,CA,SACRAMENTO,4,3,1851,Residential,2008-05-21T00:00:00Z,182587.0,38.4473,-121.43521799999999,182587.0,182587.0
4844 CLYDEBANK WAY,95843,CA,ANTELOPE,3,2,1215,Residential,2008-05-21T00:00:00Z,182716.0,38.714609,-121.34788700000001,182716.0,182716.0
306 CAMELLIA WAY,95632,CA,GALT,3,2,1130,Residential,2008-05-21T00:00:00Z,182750.0,38.260443,-121.29786399999999,182750.0,182750.0
9021 MADISON AVE,95662,CA,ORANGEVALE,4,2,1603,Residential,2008-05-21T00:00:00Z,183200.0,38.664186,-121.21751100000002,183200.0,183200.0
404 6TH ST,95632,CA,GALT,3,1,1479,Residential,2008-05-21T00:00:00Z,188741.0,38.251808000000004,-121.302493,188741.0,188741.0
8317 SUNNY CREEK WAY,95823,CA,SACRAMENTO,3,2,1420,Residential,2008-05-21T00:00:00Z,189000.0,38.459041,-121.424644,189000.0,189000.0
2617 BASS CT,95826,CA,SACRAMENTO,3,2,1280,Residential,2008-05-21T00:00:00Z,,38.560767,-121.377471,184649.42857142858,178047.5
7005 TIANT WAY,95758,CA,ELK GROVE,3,2,1586,Residential,2008-05-21T00:00:00Z,194000.0,38.422810999999996,-121.423285,194000.0,194000.0
7895 CABER WAY,95843,CA,ANTELOPE,3,2,1362,Residential,2008-05-21T00:00:00Z,194818.0,38.711279,-121.393449,194818.0,194818.0
7624 BOGEY CT,95828,CA,SACRAMENTO,4,4,2162,Multi-Family,2008-05-21T00:00:00Z,195000.0,38.480090000000004,-121.415102,195000.0,195000.0
6930 HAMPTON COVE WAY,95823,CA,SACRAMENTO,3,2,1266,Residential,2008-05-21T00:00:00Z,,38.44004,-121.421012,175721.1379310345,170500.0
8708 MESA BROOK WAY,95624,CA,ELK GROVE,4,2,1715,Residential,2008-05-21T00:00:00Z,199500.0,38.44076,-121.385792,199500.0,199500.0
120 GRANT LN,95630,CA,FOLSOM,3,2,1820,Residential,2008-05-21T00:00:00Z,200000.0,38.687742,-121.17103999999999,200000.0,200000.0
5907 ELLERSLEE DR,95608,CA,CARMICHAEL,3,1,936,Residential,2008-05-21T00:00:00Z,200000.0,38.664468,-121.32683,200000.0,200000.0
17 SERASPI CT,95834,CA,SACRAMENTO,0,0,0,Residential,2008-05-21T00:00:00Z,206000.0,38.631481,-121.50188,206000.0,206000.0
170 PENHOW CIR,95834,CA,SACRAMENTO,3,2,1511,Residential,2008-05-21T00:00:00Z,208000.0,38.653439,-121.535169,208000.0,208000.0
8345 STAR THISTLE WAY,95823,CA,SACRAMENTO,4,2,1590,Residential,2008-05-21T00:00:00Z,212864.0,38.454349,-121.43923899999999,212864.0,212864.0
9080 FRESCA WAY,95758,CA,ELK GROVE,4,2,1596,Residential,2008-05-21T00:00:00Z,221000.0,38.427818,-121.424026,221000.0,221000.0
391 NATALINO CIR,95835,CA,SACRAMENTO,2,2,1341,Residential,2008-05-21T00:00:00Z,221000.0,38.67307,-121.506373,221000.0,221000.0
8373 BLACKMAN WAY,95624,CA,ELK GROVE,5,3,2136,Residential,2008-05-21T00:00:00Z,223058.0,38.435435999999996,-121.39453600000002,223058.0,223058.0
9837 CORTE DORADO CT,95624,CA,ELK GROVE,4,2,1616,Residential,2008-05-21T00:00:00Z,227887.0,38.400676000000004,-121.38101,227887.0,227887.0
5037 J PKWY,95823,CA,SACRAMENTO,3,2,1478,Residential,2008-05-21T00:00:00Z,231477.0,38.491399,-121.443547,231477.0,231477.0
10245 LOS PALOS DR,95670,CA,RANCHO CORDOVA,3,2,1287,Residential,2008-05-21T00:00:00Z,234697.0,38.593699,-121.31088999999999,234697.0,234697.0
6613 NAVION DR,95621,CA,CITRUS HEIGHTS,4,2,1277,Residential,2008-05-21T00:00:00Z,,38.702855,-121.31308,179974.0,183918.0
2887 AZEVEDO DR,95833,CA,SACRAMENTO,4,2,1448,Residential,2008-05-21T00:00:00Z,236000.0,38.618457,-121.50943899999999,236000.0,236000.0
9186 KINBRACE CT,95829,CA,SACRAMENTO,4,3,2235,Residential,2008-05-21T00:00:00Z,236685.0,38.463355,-121.35893600000001,236685.0,236685.0
4243 MIDDLEBURY WAY,95655,CA,MATHER,3,2,2093,Residential,2008-05-21T00:00:00Z,237800.0,38.547990999999996,-121.280483,237800.0,237800.0
1028 FALLON PLACE CT,95673,CA,RIO LINDA,3,2,1193,Residential,2008-05-21T00:00:00Z,,38.693818,-121.441153,167111.41666666666,150250.0
4804 NORIKER DR,95757,CA,ELK GROVE,3,2,2163,Residential,2008-05-21T00:00:00Z,242638.0,38.400974,-121.448424,242638.0,242638.0
7713 HARVEST WOODS DR,95828,CA,SACRAMENTO,3,2,1269,Residential,2008-05-21T00:00:00Z,244000.0,38.478198,-121.41291100000001,244000.0,244000.0
2866 KARITSA AVE,95833,CA,SACRAMENTO,0,0,0,Residential,2008-05-21T00:00:00Z,244500.0,38.626671,-121.52597,244500.0,244500.0
6913 RICHEVE WAY,95828,CA,SACRAMENTO,3,1,958,Residential,2008-05-21T00:00:00Z,244960.0,38.502519,-121.42076899999999,244960.0,244960.0
8636 TEGEA WAY,95624,CA,ELK GROVE,5,3,2508,Residential,2008-05-21T00:00:00Z,245918.0,38.443832,-121.38208700000001,245918.0,245918.0
5448 MAIDSTONE WAY,95621,CA,CITRUS HEIGHTS,3,2,1305,Residential,2008-05-21T00:00:00Z,250000.0,38.665395000000004,-121.29328799999999,250000.0,250000.0
18 OLLIE CT,95758,CA,ELK GROVE,4,2,1591,Residential,2008-05-21T00:00:00Z,250000.0,38.444909,-121.412345,250000.0,250000.0
4010 ALEX LN,95608,CA,CARMICHAEL,2,2,1326,Condo,2008-05-21T00:00:00Z,250134.0,38.637028,-121.31296299999998,250134.0,250134.0
4901 MILLNER WAY,95757,CA,ELK GROVE,3,2,1843,Residential,2008-05-21T00:00:00Z,254200.0,38.38692,-121.447349,254200.0,254200.0
4818 BRITTNEY LEE CT,95841,CA,SACRAMENTO,4,2,1921,Residential,2008-05-21T00:00:00Z,254200.0,38.653917,-121.34218,254200.0,254200.0
5529 LAGUNA PARK DR,95758,CA,ELK GROVE,5,3,2790,Residential,2008-05-21T00:00:00Z,258000.0,38.42568,-121.43806200000002,258000.0,258000.0
230 CANDELA CIR,95835,CA,SACRAMENTO,3,2,1541,Residential,2008-05-21T00:00:00Z,260000.0,38.656251,-121.547572,260000.0,260000.0
4900 71ST ST,95820,CA,SACRAMENTO,3,1,1018,Residential,2008-05-21T00:00:00Z,260014.0,38.53151,-121.421089,260014.0,260014.0
12209 CONSERVANCY WAY,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-21T00:00:00Z,263500.0,38.553867,-121.219141,263500.0,263500.0
4236 NATOMAS CENTRAL DR,95834,CA,SACRAMENTO,3,2,1672,Condo,2008-05-21T00:00:00Z,265000.0,38.648879,-121.544023,265000.0,265000.0
5615 LUPIN LN,95726,CA,POLLOCK PINES,3,2,1380,Residential,2008-05-21T00:00:00Z,265000.0,38.708315,-120.603872,265000.0,265000.0
5625 JAMES WAY,95822,CA,SACRAMENTO,3,1,975,Residential,2008-05-21T00:00:00Z,271742.0,38.523947,-121.484946,271742.0,271742.0
7842 LAHONTAN CT,95829,CA,SACRAMENTO,4,3,2372,Residential,2008-05-21T00:00:00Z,273750.0,38.472976,-121.318633,273750.0,273750.0
6850 21ST ST,95822,CA,SACRAMENTO,3,2,1446,Residential,2008-05-21T00:00:00Z,275086.0,38.502194,-121.49079499999999,275086.0,275086.0
2900 BLAIR RD,95726,CA,POLLOCK PINES,2,2,1284,Residential,2008-05-21T00:00:00Z,280908.0,38.75485,-120.60476000000001,280908.0,280908.0
2064 EXPEDITION WAY,95832,CA,SACRAMENTO,4,3,3009,Residential,2008-05-21T00:00:00Z,280987.0,38.474099,-121.490711,280987.0,280987.0
2912 NORCADE CIR,95826,CA,SACRAMENTO,8,4,3612,Multi-Family,2008-05-21T00:00:00Z,282400.0,38.559505,-121.36483899999999,282400.0,282400.0
9507 SEA CLIFF WAY,95758,CA,ELK GROVE,4,2,2056,Residential,2008-05-21T00:00:00Z,285000.0,38.410992,-121.47904299999999,285000.0,285000.0
8882 AUTUMN GOLD CT,95624,CA,ELK GROVE,4,2,1993,Residential,2008-05-21T00:00:00Z,287417.0,38.4439,-121.37255,287417.0,287417.0
5322 WHITE LOTUS WAY,95757,CA,ELK GROVE,3,2,1857,Residential,2008-05-21T00:00:00Z,291000.0,38.391538,-121.442596,291000.0,291000.0
1838 CASTRO WAY,95818,CA,SACRAMENTO,2,1,1126,Residential,2008-05-21T00:00:00Z,292024.0,38.556098,-121.49078700000001,292024.0,292024.0
10158 CRAWFORD WAY,95827,CA,SACRAMENTO,4,4,2213,Multi-Family,2008-05-21T00:00:00Z,297000.0,38.5703,-121.315735,297000.0,297000.0
7731 MASTERS ST,95758,CA,ELK GROVE,5,3,2494,Residential,2008-05-21T00:00:00Z,297000.0,38.442031,-121.410873,297000.0,297000.0
4925 PERCHERON DR,95757,CA,ELK GROVE,3,2,1843,Residential,2008-05-21T00:00:00Z,298000.0,38.401540000000004,-121.447649,298000.0,298000.0
2010 PROMONTORY POINT LN,95670,CA,GOLD RIVER,2,2,1520,Residential,2008-05-21T00:00:00Z,299000.0,38.62869,-121.261669,299000.0,299000.0
4727 SAVOIE WAY,95835,CA,SACRAMENTO,5,3,2800,Residential,2008-05-21T00:00:00Z,304037.0,38.658182000000004,-121.549521,304037.0,304037.0
8664 MAGNOLIA HILL WAY,95624,CA,ELK GROVE,4,2,2309,Residential,2008-05-21T00:00:00Z,311000.0,38.442352,-121.389675,311000.0,311000.0
9570 HARVEST ROSE WAY,95827,CA,SACRAMENTO,5,3,2367,Residential,2008-05-21T00:00:00Z,315537.0,38.555993,-121.340352,315537.0,315537.0
4359 CREGAN CT,95742,CA,RANCHO CORDOVA,5,4,3516,Residential,2008-05-21T00:00:00Z,320000.0,38.545128000000005,-121.22492199999999,320000.0,320000.0
5337 DUSTY ROSE WAY,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-21T00:00:00Z,320000.0,38.528575,-121.2286,320000.0,320000.0
8929 SUTTERS GOLD DR,95826,CA,SACRAMENTO,4,3,1914,Residential,2008-05-21T00:00:00Z,328360.0,38.550847999999995,-121.370224,328360.0,328360.0
8025 PEERLESS AVE,95662,CA,ORANGEVALE,2,1,1690,Residential,2008-05-21T00:00:00Z,334150.0,38.71147,-121.216214,334150.0,334150.0
4620 WELERA WAY,95757,CA,ELK GROVE,3,3,2725,Residential,2008-05-21T00:00:00Z,335750.0,38.398609,-121.450148,335750.0,335750.0
9723 TERRAPIN CT,95757,CA,ELK GROVE,4,3,2354,Residential,2008-05-21T00:00:00Z,335750.0,38.403492,-121.430224,335750.0,335750.0
2115 SMOKESTACK WAY,95833,CA,SACRAMENTO,0,0,0,Residential,2008-05-21T00:00:00Z,339500.0,38.602416,-121.542965,339500.0,339500.0
100 REBECCA WAY,95630,CA,FOLSOM,3,2,2185,Residential,2008-05-21T00:00:00Z,344250.0,38.68479,-121.149199,344250.0,344250.0
9488 OAK VILLAGE WAY,95758,CA,ELK GROVE,4,2,1801,Residential,2008-05-21T00:00:00Z,346210.0,38.41333,-121.404999,346210.0,346210.0
8495 DARTFORD DR,95823,CA,SACRAMENTO,3,3,1961,Residential,2008-05-21T00:00:00Z,347029.0,38.448507,-121.421346,347029.0,347029.0
6708 PONTA DO SOL WAY,95757,CA,ELK GROVE,4,2,3134,Residential,2008-05-21T00:00:00Z,347650.0,38.380635,-121.42553799999999,347650.0,347650.0
4143 SEA MEADOW WAY,95823,CA,SACRAMENTO,4,3,1915,Residential,2008-05-21T00:00:00Z,351300.0,38.465340000000005,-121.45751899999999,351300.0,351300.0
3020 RICHARDSON CIR,95762,CA,EL DORADO HILLS,3,2,0,Residential,2008-05-21T00:00:00Z,352000.0,38.691299,-121.08175200000001,352000.0,352000.0
8082 LINDA ISLE LN,95831,CA,SACRAMENTO,0,0,0,Residential,2008-05-21T00:00:00Z,370000.0,38.4772,-121.5215,370000.0,370000.0
15300 MURIETA SOUTH PKWY,95683,CA,RANCHO MURIETA,4,3,2734,Residential,2008-05-21T00:00:00Z,370500.0,38.4874,-121.075129,370500.0,370500.0
11215 SHARRMONT CT,95693,CA,WILTON,3,2,2110,Residential,2008-05-21T00:00:00Z,372000.0,38.35062,-121.228349,372000.0,372000.0
7105 DANBERG WAY,95757,CA,ELK GROVE,5,3,3164,Residential,2008-05-21T00:00:00Z,375000.0,38.4019,-121.42038799999999,375000.0,375000.0
5579 JERRY LITELL WAY,95835,CA,SACRAMENTO,5,3,3599,Residential,2008-05-21T00:00:00Z,381300.0,38.677126,-121.500519,381300.0,381300.0
1050 FOXHALL WAY,95831,CA,SACRAMENTO,4,2,2054,Residential,2008-05-21T00:00:00Z,381942.0,38.509819,-121.51966100000001,381942.0,381942.0
7837 ABBINGTON WAY,95843,CA,ANTELOPE,4,2,1830,Residential,2008-05-21T00:00:00Z,387731.0,38.709872999999995,-121.339472,387731.0,387731.0
1300 F ST,95814,CA,SACRAMENTO,3,3,1627,Residential,2008-05-21T00:00:00Z,391000.0,38.58355,-121.48728899999999,391000.0,391000.0
6801 RAWLEY WAY,95757,CA,ELK GROVE,4,3,3440,Residential,2008-05-21T00:00:00Z,394470.0,38.408351,-121.423925,394470.0,394470.0
1693 SHELTER COVE DR,95635,CA,GREENWOOD,3,2,2846,Residential,2008-05-21T00:00:00Z,395000.0,38.945357,-120.908822,395000.0,395000.0
9361 WADDELL LN,95624,CA,ELK GROVE,4,3,2359,Residential,2008-05-21T00:00:00Z,400186.0,38.450829,-121.349928,400186.0,400186.0
10 SEA FOAM CT,95831,CA,SACRAMENTO,3,3,2052,Residential,2008-05-21T00:00:00Z,415000.0,38.487885,-121.545947,415000.0,415000.0
6945 RIO TEJO WAY,95757,CA,ELK GROVE,5,3,3433,Residential,2008-05-21T00:00:00Z,425000.0,38.385638,-121.42261599999999,425000.0,425000.0
4186 TULIP PARK WAY,95742,CA,RANCHO CORDOVA,5,3,3615,Residential,2008-05-21T00:00:00Z,430000.0,38.550616999999995,-121.23526000000001,430000.0,430000.0
9278 DAIRY CT,95624,CA,ELK GROVE,0,0,0,Residential,2008-05-21T00:00:00Z,445000.0,38.420338,-121.363757,445000.0,445000.0
207 ORANGE BLOSSOM CIR Unit C,95630,CA,FOLSOM,5,3,2687,Residential,2008-05-21T00:00:00Z,460000.0,38.646273,-121.175322,460000.0,460000.0
6507 RIO DE ONAR WAY,95757,CA,ELK GROVE,4,3,2724,Residential,2008-05-21T00:00:00Z,461000.0,38.382529999999996,-121.42800700000001,461000.0,461000.0
7004 RAWLEY WAY,95757,CA,ELK GROVE,4,3,3440,Residential,2008-05-21T00:00:00Z,489332.0,38.406421,-121.422081,489332.0,489332.0
6503 RIO DE ONAR WAY,95757,CA,ELK GROVE,5,4,3508,Residential,2008-05-21T00:00:00Z,510000.0,38.382529999999996,-121.42803799999999,510000.0,510000.0
2217 APPALOOSA CT,95630,CA,FOLSOM,4,2,2462,Residential,2008-05-21T00:00:00Z,539000.0,38.655167,-121.09017800000001,539000.0,539000.0
868 HILDEBRAND CIR,95630,CA,FOLSOM,0,0,0,Residential,2008-05-21T00:00:00Z,,38.670947,-121.097727,404332.6875,432000.0
6030 PALERMO WAY,95762,CA,EL DORADO HILLS,4,3,0,Residential,2008-05-21T00:00:00Z,,38.672761,-121.05037800000001,498677.6842105263,471000.0
4070 REDONDO DR,95762,CA,EL DORADO HILLS,4,3,0,Residential,2008-05-21T00:00:00Z,606238.0,38.666807,-121.06483,606238.0,606238.0
4004 CRESTA WAY,95864,CA,SACRAMENTO,3,3,2325,Residential,2008-05-21T00:00:00Z,,38.591618,-121.370626,354333.3333333333,315000.0
315 JUMEL CT,95762,CA,EL DORADO HILLS,6,5,0,Residential,2008-05-21T00:00:00Z,830000.0,38.669931,-121.05958000000001,830000.0,830000.0
6272 LONGFORD DR Unit 1,95621,CA,CITRUS HEIGHTS,2,1,795,Condo,2008-05-20T00:00:00Z,69000.0,38.680923,-121.31394499999999,69000.0,69000.0
3432 Y ST,95817,CA,SACRAMENTO,4,2,1099,Residential,2008-05-20T00:00:00Z,70000.0,38.554967,-121.468046,70000.0,70000.0
9512 EMERALD PARK DR Unit 3,95624,CA,ELK GROVE,2,1,840,Condo,2008-05-20T00:00:00Z,71000.0,38.40573,-121.369832,71000.0,71000.0
3132 CLAY ST,95815,CA,SACRAMENTO,2,1,800,Residential,2008-05-20T00:00:00Z,78000.0,38.624678,-121.439203,78000.0,78000.0
5221 38TH AVE,95824,CA,SACRAMENTO,2,1,746,Residential,2008-05-20T00:00:00Z,78400.0,38.518044,-121.443555,78400.0,78400.0
6112 HERMOSA ST,95822,CA,SACRAMENTO,3,1,1067,Residential,2008-05-20T00:00:00Z,,38.515125,-121.48041599999999,166036.38095238095,145000.0
483 ARCADE BLVD,95815,CA,SACRAMENTO,4,2,1316,Residential,2008-05-20T00:00:00Z,89000.0,38.623571000000005,-121.454884,89000.0,89000.0
671 SONOMA AVE,95815,CA,SACRAMENTO,3,1,1337,Residential,2008-05-20T00:00:00Z,90000.0,38.622953,-121.450142,90000.0,90000.0
5980 79TH ST,95824,CA,SACRAMENTO,2,1,868,Residential,2008-05-20T00:00:00Z,90000.0,38.518373,-121.41177900000001,90000.0,90000.0
7607 ELDER CREEK RD,95824,CA,SACRAMENTO,3,1,924,Residential,2008-05-20T00:00:00Z,92000.0,38.51055,-121.414768,92000.0,92000.0
5028 14TH AVE,95820,CA,SACRAMENTO,2,1,610,Residential,2008-05-20T00:00:00Z,93675.0,38.53942,-121.446894,93675.0,93675.0
14788 NATCHEZ CT,95683,CA,RANCHO MURIETA,0,0,0,Residential,2008-05-20T00:00:00Z,97750.0,38.492287,-121.10003200000001,97750.0,97750.0
