,american_flow,colum_flow,american_flow_resid,american_flow_trend,american_flow_seas,colum_flow_resid,colum_flow_trend,colum_flow_seas
1938-09-30,278.8077,111.85,79.31072779063786,171.18950833333335,28.307463876028798,6.854349279835388,110.7225,-5.72684927983539
1938-10-31,59.4937,54.65,-38.77909782664611,162.38415,-64.11135217335391,-6.316144547325116,110.32250000000002,-49.356355452674904
1938-11-30,16.2822,30.3,-51.53508779578193,151.00077916666672,-83.1834913708848,-11.628104423868336,111.30166666666668,-69.37356224279834
1938-12-31,13.762,24.89,-25.55841156121396,130.1112083333333,-90.79079677211935,-2.4452186213992206,105.77958333333336,-78.44436471193414
1939-01-31,19.3404,23.19,-1.456378073559634,111.01267499999999,-90.21589692644035,8.934272119341543,96.895,-82.63927211934154
1939-02-28,26.901,19.03,-1.48316835133744,86.71445833333333,-58.33028998199589,5.5793492798354265,96.96583333333332,-83.51518261316875
1939-03-31,28.0054,21.86,-20.20862699331275,59.826429166666664,-11.612402173353912,4.6569418724279785,98.38166666666666,-81.17860853909464
1939-04-30,30.6388,39.36,-36.268027919238676,46.85023333333333,20.05659458590535,6.87183384773661,97.96875,-65.48058384773661
1939-05-31,43.7779,156.31,-49.08312159207821,44.01265,48.84837159207821,25.221216563786,99.27833333333334,31.810450102880665
1939-06-30,108.7367,220.02,-1.9454538451646215,43.013299999999994,67.66885384516462,-77.25359825102876,100.51833333333332,196.75526491769546
1939-07-31,147.3326,286.0,-6.16174180812753,42.30183749999999,111.19250430812755,-16.816190843621428,100.85958333333332,201.9566075102881
1939-08-31,73.1424,203.88,-90.55234535751029,41.52430416666667,122.17044119084362,17.74879372427985,100.93874999999998,85.19245627572016
1939-09-30,22.2004,90.33,-46.767701376028796,40.66063749999999,28.307463876028798,-5.274817386831261,101.33166666666665,-5.72684927983539
1939-10-31,4.6723,66.26,20.550618840020583,48.233033333333324,-64.11135217335391,14.220938786008261,101.39541666666665,-49.356355452674904
1939-11-30,3.0016,50.12,19.286533037551465,66.89855833333333,-83.1834913708848,19.053978909465023,100.43958333333332,-69.37356224279834
1939-12-31,3.0582,34.83,4.481017605452692,89.36797916666666,-90.79079677211935,11.607698045267483,101.66666666666666,-78.44436471193414
1940-01-31,12.9691,21.44,-4.10164890689299,107.28664583333334,-90.21589692644035,1.6338554526748652,102.44541666666667,-82.63927211934154
1940-02-29,14.6115,22.68,-46.97417251800408,119.91596249999998,-58.33028998199589,6.439765946502092,99.75541666666666,-83.51518261316875
1940-03-31,19.5669,27.64,-98.06470615997942,129.24400833333334,-11.612402173353912,9.275275205761318,99.54333333333332,-81.17860853909464
1940-04-30,220.8148,35.11,67.95335124742797,132.80485416666667,20.05659458590535,-0.2035828189300588,100.79416666666667,-65.48058384773661
1940-05-31,301.5745,137.62,118.91838674125516,133.80774166666663,48.84837159207821,5.734966563786003,100.07458333333334,31.810450102880665
1940-06-30,390.2062,268.16,188.04174198816875,134.49560416666665,67.66885384516462,-27.690681584362096,99.09541666666665,196.75526491769546
1940-07-31,295.9111,256.55,49.91032485853913,134.8082708333333,111.19250430812755,-44.25869084362142,98.85208333333333,201.9566075102881
1940-08-31,227.6675,168.77,-29.769003690843576,135.26606249999995,122.17044119084362,-15.110372942386803,98.68791666666665,85.19245627572016
1940-09-30,91.5484,120.35,-76.78353887602876,140.02447499999997,28.307463876028798,27.673099279835398,98.40374999999999,-5.72684927983539
1940-10-31,20.7846,66.26,-57.0812061599794,141.9771583333333,-64.11135217335391,17.198438786008253,98.41791666666666,-49.356355452674904
1940-11-30,10.9586,32.85,-43.26661279578187,137.40870416666667,-83.1834913708848,5.256895576131697,96.96666666666664,-69.37356224279834
1940-12-31,11.6099,28.6,-25.335440727880652,127.7361375,-90.79079677211935,14.207281378600825,92.83708333333333,-78.44436471193414
1941-01-31,11.9214,21.83,-14.817198906892969,116.95449583333333,-90.21589692644035,15.83260545267487,88.63666666666667,-82.63927211934154
1941-02-28,26.6462,18.35,-32.60451418467076,117.58100416666666,-58.33028998199589,15.564765946502092,86.30041666666665,-83.51518261316875
1941-03-31,121.7341,25.15,10.106848006687242,123.23965416666667,-11.612402173353912,22.63610853909463,83.69250000000001,-81.17860853909464
1941-04-30,165.512,37.94,19.866634580761307,125.58877083333334,20.05659458590535,22.22975051440328,81.19083333333333,-65.48058384773661
1941-05-31,247.2344,99.96,72.02208674125512,126.36394166666666,48.84837159207821,-12.60461676954732,80.75416666666665,31.810450102880665
1941-06-30,212.4047,206.71,18.35302532150203,126.38282083333334,67.66885384516462,-71.05901491769545,81.01375,196.75526491769546
1941-07-31,214.9532,217.19,-22.619766808127565,126.38046250000002,111.19250430812755,-65.9278575102881,81.16125,201.9566075102881
1941-08-31,323.6616,152.06,74.88770464248974,126.60345416666668,122.17044119084362,-14.529539609053487,81.39708333333333,85.19245627572016
1941-09-30,131.3619,74.47,-25.08166804269549,128.13610416666668,28.307463876028798,-1.3814840534979442,81.57833333333333,-5.72684927983539
1941-10-31,37.3499,52.1,-32.57891865997945,134.04017083333335,-64.11135217335391,20.0563554526749,81.4,-49.356355452674904
1941-11-30,12.9974,36.53,-44.264787795781885,140.44567916666668,-83.1834913708848,23.889812242798357,82.01374999999999,-69.37356224279834
1941-12-31,10.0242,31.15,-38.50154906121399,139.31654583333335,-90.79079677211935,24.642698045267473,84.95166666666667,-78.44436471193414
1942-01-31,13.4505,22.82,-36.090240573559626,139.75663749999998,-90.21589692644035,14.065522119341551,91.39375,-82.63927211934154
1942-02-28,30.4689,23.02,-54.613860018004075,143.41304999999997,-58.33028998199589,8.451432613168734,98.08375000000001,-83.51518261316875
1942-03-31,154.695,24.83,17.344252173353922,148.96314999999998,-11.612402173353912,4.880691872427974,101.12791666666666,-81.17860853909464
1942-04-30,274.2487,33.98,98.61343041409467,155.57867499999998,20.05659458590535,-2.3635828189300554,101.82416666666667,-65.48058384773661
1942-05-31,292.2299,118.65,86.4283034079218,156.95322499999997,48.84837159207821,-14.890450102880664,101.73,31.810450102880665
1942-06-30,140.31,258.53,-84.43714551183123,157.07829166666662,67.66885384516462,-39.61526491769547,101.38999999999997,196.75526491769546
1942-07-31,297.6101,319.98,29.44667069187244,156.970925,111.19250430812755,16.872975823045266,101.15041666666664,201.9566075102881
1942-08-31,328.7586,209.83,47.794333809156385,158.793825,122.17044119084362,23.623793724279864,101.01374999999999,85.19245627572016
1942-09-30,259.4673,89.76,71.24041529063788,159.91942083333333,28.307463876028798,-5.499817386831255,100.98666666666665,-5.72684927983539
1942-10-31,68.0171,53.52,-29.075843659979455,161.20429583333336,-64.11135217335391,0.5351054526749053,102.34125,-49.356355452674904
1942-11-30,15.3194,32.85,-60.96345446244855,159.46634583333335,-83.1834913708848,-0.15310442386829948,102.37666666666665,-69.37356224279834
1942-12-31,10.7038,26.67,-66.4160698945473,167.91066666666666,-90.79079677211935,6.666448045267487,98.44791666666666,-78.44436471193414
1943-01-31,10.1941,21.55,-79.26986140689299,179.67985833333333,-90.21589692644035,7.817605452674883,96.37166666666666,-82.63927211934154
1943-02-28,77.4749,21.01,-38.07089335133743,173.87608333333333,-58.33028998199589,7.316015946502091,97.20916666666666,-83.51518261316875
1943-03-31,134.7033,26.19,-16.593501993312728,162.90920416666665,-11.612402173353912,10.312775205761298,97.05583333333334,-81.17860853909464
1943-04-30,325.0774,65.13,149.13772208076134,155.88308333333333,20.05659458590535,34.03808384773663,96.57249999999998,-65.48058384773661
1943-05-31,199.6904,88.35,-3.4836257587448785,154.32565416666668,48.84837159207821,-39.808783436214,96.34833333333333,31.810450102880665
1943-06-30,435.5132,194.54,213.8974294881687,153.94691666666665,67.66885384516462,-98.28276491769546,96.0675,196.75526491769546
1943-07-31,284.8675,334.14,19.80241235853913,153.87258333333332,111.19250430812755,36.31547582304523,95.86791666666666,201.9566075102881
1943-08-31,202.2106,215.77,-71.40779119084361,151.44795,122.17044119084362,34.8358770576132,95.74166666666665,85.19245627572016
1943-09-30,122.8102,80.14,-49.749188876028775,144.25192499999997,28.307463876028798,-9.55440072016461,95.42125,-5.72684927983539
1943-10-31,36.0473,51.54,-27.32733532664608,127.48598749999998,-64.11135217335391,7.304688786008249,93.59166666666665,-49.356355452674904
1943-11-30,9.9109,29.45,-17.296479462448545,110.39087083333334,-83.1834913708848,6.842312242798357,91.98124999999999,-69.37356224279834
1943-12-31,7.0226,23.33,5.797805105452682,92.01559166666667,-90.79079677211935,8.754781378600796,93.01958333333334,-78.44436471193414
1944-01-31,12.0913,20.1,31.00892192644035,71.298275,-90.21589692644035,15.394688786008231,87.34458333333332,-82.63927211934154
1944-02-29,17.3865,19.43,11.362039981995892,64.35475,-58.33028998199589,24.838515946502078,78.10666666666667,-83.51518261316875
1944-03-31,22.0871,20.08,-29.63583949331275,63.335341666666665,-11.612402173353912,25.15735853909463,76.10125000000001,-81.17860853909464
1944-04-30,35.3111,27.33,-45.88509875257201,61.139604166666665,20.05659458590535,16.14308384773662,76.66749999999999,-65.48058384773661
1944-05-31,79.1739,87.5,-29.898496592078203,60.224025,48.84837159207821,-21.272950102880642,76.96249999999998,31.810450102880665
1944-06-30,115.023,220.31,-12.682278845164625,60.036425,67.66885384516462,-53.477764917695424,77.03249999999998,196.75526491769546
1944-07-31,108.1421,172.17,-63.083287641460885,60.03288333333333,111.19250430812755,-106.54952417695476,76.76291666666664,201.9566075102881
1944-08-31,212.2914,156.03,28.217983809156394,61.902975,122.17044119084362,-5.697872942386809,76.53541666666665,85.19245627572016
1944-09-30,88.2636,91.75,-5.605613876028791,65.56174999999999,28.307463876028798,21.17518261316873,76.30166666666666,-5.72684927983539
1944-10-31,17.8962,53.52,13.964539673353919,68.04301249999999,-64.11135217335391,26.924272119341587,75.95208333333332,-49.356355452674904
1944-11-30,6.0881,34.55,11.825024704218137,77.44656666666666,-83.1834913708848,29.048978909465006,74.87458333333333,-69.37356224279834
1944-12-31,6.343,19.91,10.772138438786016,86.36165833333334,-90.79079677211935,24.730614711934138,73.62375,-78.44436471193414
1945-01-31,12.6859,17.05,12.76691775977369,90.13487916666666,-90.21589692644035,23.505522119341535,76.18375,-82.63927211934154
1945-02-28,61.6741,17.02,24.57308164866256,95.43130833333333,-58.33028998199589,21.649765946502086,78.88541666666666,-83.51518261316875
1945-03-31,65.6101,16.88,-21.629247826646093,98.85175000000001,-11.612402173353912,20.14110853909463,77.9175,-81.17860853909464
1945-04-30,51.3384,22.14,-69.78338208590534,101.0651875,20.05659458590535,10.930583847736628,76.68999999999998,-65.48058384773661
1945-05-31,288.8319,66.83,138.3579034079218,101.625625,48.84837159207821,-40.98586676954734,76.00541666666668,31.810450102880665
1945-06-30,119.3272,210.96,-50.08408301183127,101.74242916666665,67.66885384516462,-61.55734825102877,75.76208333333334,196.75526491769546
1945-07-31,194.3952,242.96,-18.84532097479422,102.04801666666665,111.19250430812755,-34.57327417695478,75.57666666666668,201.9566075102881
1945-08-31,253.1526,150.08,28.21323797582305,102.76892083333334,122.17044119084362,-10.54745627572018,75.43500000000003,85.19245627572016
1945-09-30,129.493,74.47,-9.690263876028773,110.87579999999997,28.307463876028798,4.448099279835374,75.74875000000002,-5.72684927983539
1945-10-31,29.7893,41.34,-28.352622826646083,122.25327499999999,-64.11135217335391,14.12968878600823,76.56666666666668,-49.356355452674904
1945-11-30,7.6455,30.3,-26.34022946244852,117.16922083333331,-83.1834913708848,18.55481224279832,81.11875000000002,-69.37356224279834
1945-12-31,7.5889,18.32,-11.572265727880648,109.9519625,-90.79079677211935,6.442698045267477,90.32166666666667,-78.44436471193414
1946-01-31,18.7741,14.19,-4.559382240226313,113.54937916666667,-90.21589692644035,-1.3619778806584435,98.19124999999998,-82.63927211934154
1946-02-28,72.8876,16.48,15.968319148662559,115.24957083333334,-58.33028998199589,-2.584817386831247,102.58,-83.51518261316875
1946-03-31,248.9617,24.95,147.1863646733539,113.3877375,-11.612402173353912,0.2448585390946505,105.88374999999999,-81.17860853909464
1946-04-30,141.0462,33.7,9.523876247427985,111.46572916666666,20.05659458590535,-8.744832818930064,107.92541666666668,-65.48058384773661
1946-05-31,77.1068,164.52,-82.8781215920782,111.13655,48.84837159207821,24.406216563786018,108.30333333333333,31.810450102880665
1946-06-30,157.8381,334.14,-21.118328845164612,111.28757499999999,67.66885384516462,28.83348508230455,108.55125,196.75526491769546
1946-07-31,242.2223,308.65,19.739862358539114,111.28993333333334,111.19250430812755,-2.5445241769547806,109.23791666666666,201.9566075102881
1946-08-31,246.1301,189.72,13.859033809156372,110.100625,122.17044119084362,-5.462039609053491,109.98958333333333,85.19245627572016
1946-09-30,91.8315,114.12,-37.10932220936211,100.63335833333332,28.307463876028798,9.380599279835407,110.46624999999999,-5.72684927983539
1946-10-31,21.3226,50.69,-2.1642186599794115,87.59817083333331,-64.11135217335391,-11.30322788065844,111.34958333333334,-49.356355452674904
1946-11-30,8.2119,30.02,7.949178870884808,83.44621249999999,-83.1834913708848,-13.701854423868326,113.09541666666667,-69.37356224279834
1946-12-31,10.6471,24.55,18.431775938786018,83.00612083333333,-90.79079677211935,-10.761468621399175,113.75583333333331,-78.44436471193414
1947-01-31,15.7725,24.44,28.355396926440356,77.633,-90.21589692644035,-6.440727880658457,113.52,-82.63927211934154
1947-02-28,47.3458,24.27,38.10737331532923,67.56871666666666,-58.33028998199589,-4.944817386831261,112.73,-83.51518261316875
1947-03-31,47.2891,28.6,-0.942614493312762,59.84411666666667,-11.612402173353912,-1.3705581275720107,111.14916666666666,-81.17860853909464
1947-04-30,29.8743,51.25,-47.34575291923869,57.16345833333334,20.05659458590535,5.109750514403302,111.62083333333331,-65.48058384773661
1947-05-31,88.6317,188.87,-16.68164659207821,56.464974999999995,48.84837159207821,43.71663323045267,113.34291666666667,31.810450102880665
1947-06-30,135.751,325.64,12.015966988168714,56.066179166666664,67.66885384516462,14.75973508230453,114.125,196.75526491769546
1947-07-31,135.3545,311.49,-31.93014180812756,56.0921375,111.19250430812755,-4.858274176954751,114.39166666666664,201.9566075102881
1947-08-31,111.4551,167.92,-66.17506619084361,55.459725,122.17044119084362,-31.779539609053472,114.5070833333333,85.19245627572016
1947-09-30,41.1161,97.98,-40.53912220936213,53.34775833333333,28.307463876028798,-10.644400720164585,114.35124999999998,-5.72684927983539
1947-10-31,7.7022,78.15,17.48532300668724,54.32822916666667,-64.11135217335391,14.012605452674919,113.49374999999999,-49.356355452674904
1947-11-30,5.0687,43.89,33.718666370884804,54.53352499999999,-83.1834913708848,2.2589789094650428,111.0045833333333,-69.37356224279834
1947-12-31,4.2192,29.45,45.05908427211934,49.95091250000001,-90.79079677211935,-6.697301954732495,114.59166666666664,-78.44436471193414
1948-01-31,22.8234,25.94,60.99765942644036,52.04163749999999,-90.21589692644035,-9.905727880658446,118.48499999999999,-82.63927211934154
1948-02-29,25.117,25.54,19.349752481995907,64.09753749999999,-58.33028998199589,-8.41481738683126,117.47,-83.51518261316875
1948-03-31,18.8307,23.59,-47.993381159979414,78.43648333333333,-11.612402173353912,-12.996391460905343,117.76499999999999,-81.17860853909464
1948-04-30,81.86399999999998,35.68,-24.835065419238695,86.64247083333332,20.05659458590535,-14.976499485596705,116.13708333333332,-65.48058384773661
1948-05-31,41.5691,144.7,-95.28449242541154,88.00522083333333,48.84837159207821,-1.2658667695473298,114.15541666666665,31.810450102880665
1948-06-30,72.8309,455.9,-83.10274551183127,88.26479166666665,67.66885384516462,145.77598508230454,113.36874999999999,196.75526491769546
1948-07-31,248.452,274.67,49.30029152520578,87.95920416666665,111.19250430812755,-40.229524176954726,112.94291666666665,201.9566075102881
1948-08-31,287.6992,180.38,78.03677964248975,87.49197916666665,122.17044119084362,-17.217456275720167,112.405,85.19245627572016
1948-09-30,209.0067,92.6,92.64327779063788,88.05595833333332,28.307463876028798,-13.634400720164608,111.96124999999999,-5.72684927983539
1948-10-31,36.7553,44.46,14.324464673353908,86.5421875,-64.11135217335391,-18.021977880658426,111.83833333333332,-49.356355452674904
1948-11-30,8.7216,30.02,7.076070537551473,84.82902083333332,-83.1834913708848,-12.77518775720165,112.16874999999999,-69.37356224279834
1948-12-31,6.796,24.44,8.392259272119361,89.1945375,-90.79079677211935,0.071864711934154,102.81249999999999,-78.44436471193414
1949-01-31,12.9125,20.73,10.285701093106994,92.84269583333335,-90.21589692644035,14.868438786008213,88.50083333333333,-82.63927211934154
1949-02-28,23.8145,17.84,-8.341710018004122,90.4865,-58.33028998199589,19.414349279835434,81.94083333333332,-83.51518261316875
1949-03-31,33.6687,20.64,-37.50557282664609,82.786675,-11.612402173353912,22.60360853909465,79.21499999999999,-81.17860853909464
1949-04-30,30.6955,35.68,-65.41189875257203,76.05080416666667,20.05659458590535,22.93725051440328,78.22333333333333,-65.48058384773661
1949-05-31,51.6216,152.63,-72.0375340920782,74.8107625,48.84837159207821,42.785383230452666,78.03416666666666,31.810450102880665
1949-06-30,167.5508,223.42,25.30597532150206,74.57597083333333,67.66885384516462,-51.23109825102881,77.89583333333334,196.75526491769546
1949-07-31,241.2879,163.67,55.854504025205785,74.24089166666666,111.19250430812755,-115.82369084362145,77.53708333333333,201.9566075102881
1949-08-31,238.3146,133.94,42.444825475823066,73.69933333333334,122.17044119084362,-28.596206275720164,77.34375,85.19245627572016
1949-09-30,73.5955,73.62,-27.45560554269546,72.74364166666666,28.307463876028798,1.8626826131687277,77.48416666666667,-5.72684927983539
1949-10-31,10.5056,39.64,-2.2621311599794325,76.87908333333334,-64.11135217335391,11.658438786008247,77.33791666666666,-49.356355452674904
1949-11-30,5.2103,30.3,1.46222470421813,86.93156666666667,-83.1834913708848,26.016895576131688,73.65666666666665,-69.37356224279834
1949-12-31,4.6723,20.84,3.6079342721193512,91.8551625,-90.79079677211935,25.958114711934158,73.32624999999999,-78.44436471193414
1950-01-31,6.9943,15.72,4.1173510931070325,93.09284583333331,-90.21589692644035,11.428855452674895,86.93041666666664,-82.63927211934154
1950-02-28,16.7353,18.21,-20.958047518004122,96.0236375,-58.33028998199589,0.7543492798354237,100.97083333333333,-83.51518261316875
1950-03-31,17.8113,23.64,-71.2132186599794,100.63692083333332,-11.612402173353912,-1.7563914609053484,106.57499999999999,-81.17860853909464
1950-04-30,145.8035,29.17,20.886059580761334,104.86084583333333,20.05659458590535,-14.591082818930047,109.24166666666666,-65.48058384773661
1950-05-31,177.7732,70.79,22.979686741255122,105.94514166666667,48.84837159207821,-70.93461676954732,109.91416666666666,31.810450102880665
1950-06-30,159.5655,297.33,-14.367058011831304,106.26370416666667,67.66885384516462,-9.780681584362128,110.35541666666666,196.75526491769546
1950-07-31,278.9776,416.26,60.5196873585391,107.26540833333334,111.19250430812755,103.18797582304524,111.11541666666666,201.9566075102881
1950-08-31,270.9639,218.32,22.020104642489756,126.77335416666665,122.17044119084362,21.29129372427984,111.83624999999999,85.19245627572016
