,flow
1949-08-31,388.0
1949-09-30,347.0
1949-10-31,418.0
1949-11-30,564.0
1949-12-31,849.0
1950-01-31,1590.0
1950-02-28,2634.0
1950-03-31,1590.0
1950-04-30,1180.0
1950-05-31,857.0
1950-06-30,685.0
1950-07-31,530.0
1950-08-31,423.0
1950-09-30,367.0
1950-10-31,495.0
1950-11-30,1020.0
1950-12-31,1670.0
1951-01-31,1590.0
1951-02-28,2180.0
1951-03-31,1840.0
1951-04-30,1280.0
1951-05-31,828.0
1951-06-30,683.0
1951-07-31,571.0
1951-08-31,490.0
1951-09-30,398.0
1951-10-31,423.0
1951-11-30,408.0
1951-12-31,724.0
1952-01-31,1180.0
1952-02-29,1730.0
1952-03-31,2340.0
1952-04-30,1200.0
1952-05-31,708.0
1952-06-30,693.0
1952-07-31,531.0
1952-08-31,414.0
1952-09-30,377.0
1952-10-31,387.0
1952-11-30,668.0
1952-12-31,745.0
1953-01-31,571.0
1953-02-28,653.0
1953-03-31,806.0
1953-04-30,979.0
1953-05-31,510.0
1953-06-30,403.0
1953-07-31,337.0
1953-08-31,292.0
1953-09-30,314.0
1953-10-31,336.0
1953-11-30,518.0
1953-12-31,812.0
1954-01-31,745.0
1954-02-28,1260.0
1954-03-31,668.0
1954-04-30,643.0
1954-05-31,634.0
1954-06-30,458.0
1954-07-31,335.0
1954-08-31,279.0
1954-09-30,225.0
1954-10-31,306.0
1954-11-30,426.0
1954-12-31,596.0
1955-01-31,1130.0
1955-02-28,694.0
1955-03-31,867.0
1955-04-30,665.0
1955-05-31,422.0
1955-06-30,383.0
1955-07-31,285.0
1955-08-31,235.0
1955-09-30,206.0
1955-10-31,276.0
1955-11-30,422.0
1955-12-31,1160.0
1956-01-31,1050.0
1956-02-29,704.0
1956-03-31,1170.0
1956-04-30,599.0
1956-05-31,566.0
1956-06-30,534.0
1956-07-31,405.0
1956-08-31,437.0
1956-09-30,357.0
1956-10-31,315.0
1956-11-30,423.0
1956-12-31,1180.0
1957-01-31,1620.0
1957-02-28,1480.0
1957-03-31,1670.0
1957-04-30,1560.0
1957-05-31,945.0
1957-06-30,680.0
1957-07-31,588.0
1957-08-31,470.0
1957-09-30,621.0
1957-10-31,446.0
1957-11-30,782.0
1957-12-31,1190.0
1958-01-31,960.0
1958-02-28,1550.0
1958-03-31,1240.0
1958-04-30,891.0
1958-05-31,889.0
1958-06-30,754.0
1958-07-31,639.0
1958-08-31,483.0
1958-09-30,589.0
1958-10-31,660.0
1958-11-30,711.0
1958-12-31,848.0
1959-01-31,1860.0
1959-02-28,1410.0
1959-03-31,1240.0
1959-04-30,1090.0
1959-05-31,692.0
1959-06-30,584.0
1959-07-31,504.0
1959-08-31,471.0
1959-09-30,408.0
1959-10-31,432.0
1959-11-30,668.0
1959-12-31,778.0
1960-01-31,1450.0
1960-02-29,1512.0
1960-03-31,1977.0
1960-04-30,971.0
1960-05-31,839.0
1960-06-30,639.0
1960-07-31,624.0
1960-08-31,513.0
1960-09-30,354.0
1960-10-31,421.0
1960-11-30,587.0
1960-12-31,1447.0
1961-01-31,2775.0
1961-02-28,2882.0
1961-03-31,2787.0
1961-04-30,1466.0
1961-05-31,1257.0
1961-06-30,873.0
1961-07-31,702.0
1961-08-31,583.0
1961-09-30,470.0
1961-10-31,409.0
1961-11-30,649.0
1961-12-31,709.0
1962-01-31,1363.0
1962-02-28,2522.0
1962-03-31,1645.0
1962-04-30,986.0
1962-05-31,793.0
1962-06-30,667.0
1962-07-31,522.0
1962-08-31,465.0
1962-09-30,491.0
1962-10-31,777.0
1962-11-30,1040.0
1962-12-31,1810.0
1963-01-31,1306.0
1963-02-28,1409.0
1963-03-31,881.0
1963-04-30,455.0
1963-05-31,460.0
1963-06-30,351.0
1963-07-31,365.0
1963-08-31,291.0
1963-09-30,196.0
1963-10-31,314.0
1963-11-30,434.0
1963-12-31,236.0
1964-01-31,1136.0
1964-02-29,1987.0
1964-03-31,985.0
1964-04-30,556.0
1964-05-31,562.0
1964-06-30,390.0
1964-07-31,375.0
1964-08-31,249.0
1964-09-30,214.0
1964-10-31,504.0
1964-11-30,608.0
1964-12-31,1256.0
1965-01-31,2449.0
1965-02-28,3113.0
1965-03-31,2388.0
1965-04-30,1184.0
1965-05-31,1224.0
1965-06-30,921.0
1965-07-31,808.0
1965-08-31,667.0
1965-09-30,566.0
1965-10-31,883.0
1965-11-30,1052.0
1965-12-31,1685.0
1966-01-31,3217.0
1966-02-28,2086.0
1966-03-31,2662.0
1966-04-30,1384.0
1966-05-31,999.0
1966-06-30,697.0
1966-07-31,556.0
1966-08-31,499.0
1966-09-30,458.0
1966-10-31,741.0
1966-11-30,1420.0
1966-12-31,1774.0
1967-01-31,2900.0
1967-02-28,2586.0
1967-03-31,1898.0
1967-04-30,1139.0
1967-05-31,848.0
1967-06-30,708.0
1967-07-31,572.0
1967-08-31,508.0
1967-09-30,460.0
1967-10-31,511.0
1967-11-30,1084.0
1967-12-31,1290.0
1968-01-31,1642.0
1968-02-29,986.0
1968-03-31,940.0
1968-04-30,590.0
1968-05-31,446.0
1968-06-30,384.0
1968-07-31,336.0
1968-08-31,345.0
1968-09-30,351.0
1968-10-31,443.0
1968-11-30,380.0
1968-12-31,1339.0
1969-01-31,1048.0
1969-02-28,1100.0
1969-03-31,955.0
1969-04-30,602.0
1969-05-31,405.0
1969-06-30,410.0
1969-07-31,316.0
1969-08-31,297.0
1969-09-30,196.0
1969-10-31,461.0
1969-11-30,1229.0
1969-12-31,1134.0
1970-01-31,1471.0
1970-02-28,1270.0
1970-03-31,1305.0
1970-04-30,890.0
1970-05-31,506.0
1970-06-30,453.0
1970-07-31,426.0
1970-08-31,366.0
1970-09-30,631.0
1970-10-31,545.0
1970-11-30,826.0
1970-12-31,531.0
1971-01-31,606.0
1971-02-28,355.0
1971-03-31,463.0
1971-04-30,379.0
1971-05-31,288.0
1971-06-30,344.0
1971-07-31,289.0
1971-08-31,200.0
1971-09-30,218.0
1971-10-31,464.0
1971-11-30,545.0
1971-12-31,1529.0
1972-01-31,1308.0
1972-02-29,1776.0
1972-03-31,1600.0
1972-04-30,864.0
1972-05-31,565.0
1972-06-30,437.0
1972-07-31,594.0
1972-08-31,416.0
1972-09-30,360.0
1972-10-31,684.0
1972-11-30,1142.0
1972-12-31,1280.0
1973-01-31,1565.0
1973-02-28,1419.0
1973-03-31,903.0
1973-04-30,1111.0
1973-05-31,626.0
1973-06-30,477.0
1973-07-31,405.0
1973-08-31,354.0
1973-09-30,315.0
1973-10-31,483.0
1973-11-30,726.0
1973-12-31,1396.0
1974-01-31,1832.0
1974-02-28,1047.0
1974-03-31,1537.0
1974-04-30,1081.0
1974-05-31,637.0
1974-06-30,632.0
1974-07-31,483.0
1974-08-31,381.0
1974-09-30,290.0
1974-10-31,406.0
1974-11-30,380.0
1974-12-31,1093.0
1975-01-31,1442.0
1975-02-28,1555.0
1975-03-31,851.0
1975-04-30,671.0
1975-05-31,473.0
1975-06-30,351.0
1975-07-31,390.0
1975-08-31,237.0
1975-09-30,224.0
1975-10-31,437.0
1975-11-30,1020.0
1975-12-31,1154.0
1976-01-31,944.0
1976-02-29,1152.0
1976-03-31,1246.0
1976-04-30,929.0
1976-05-31,749.0
1976-06-30,721.0
1976-07-31,760.0
1976-08-31,721.0
1976-09-30,1048.0
1976-10-31,904.0
1976-11-30,1366.0
1976-12-31,1918.0
1977-01-31,1978.0
1977-02-28,1583.0
1977-03-31,1181.0
1977-04-30,1160.0
1977-05-31,645.0
1977-06-30,561.0
1977-07-31,441.0
1977-08-31,338.0
1977-09-30,565.0
1977-10-31,407.0
1977-11-30,833.0
1977-12-31,1423.0
1978-01-31,1914.0
1978-02-28,1267.0
1978-03-31,1203.0
1978-04-30,734.0
1978-05-31,675.0
1978-06-30,668.0
1978-07-31,471.0
1978-08-31,345.0
1978-09-30,332.0
1978-10-31,485.0
1978-11-30,859.0
1978-12-31,1084.0
